,movie,year,imdb_ratings,metascore,votes,category,genres1,genres2,genres3,stars1,stars2,stars3,nb_oscar,win,nom,runtime,budget,gross
156,Bamboozled,2000,6.5,50.0,10086,1,Comedy,Drama,Music,Damon Wayans,Savion Glover,Jada Pinkett Smith,0,1.0,10.0,135.0,10000000.0,2463650.0
157,Woman on Top,2000,5.3,41.0,9844,1,Comedy,Fantasy,Romance,Penélope Cruz,Murilo Benício,Harold Perrineau,0,0.0,3.0,92.0,8000000.0,10194274.0
158,Lucky Numbers,2000,5.0,31.0,9693,1,Comedy,Crime,,John Travolta,Lisa Kudrow,Tim Roth,0,2.0,1.0,105.0,63000000.0,10890222.0
159,Whatever It Takes,2000,5.5,20.0,9575,3,Comedy,Drama,Romance,Shane West,Marla Sokoloff,Jodi Lyn O'Keefe,0,0.0,3.0,94.0,32000000.0,9902115.0
160,With a Friend Like Harry...,2000,7.1,75.0,9430,1,Comedy,Drama,Mystery,Laurent Lucas,Sergi López,Mathilde Seigner,1,7.0,14.0,117.0,,15476522.0
161,Happy Accidents,2000,7.2,60.0,9356,1,Comedy,Romance,,Marisa Tomei,Vincent D'Onofrio,Holland Taylor,0,1.0,2.0,110.0,,688523.0
162,The Little Vampire,2000,5.7,45.0,9339,2,Adventure,Comedy,Family,Jonathan Lipnicki,Rollo Weeks,Richard E. Grant,0,1.0,3.0,95.0,35000000.0,27965865.0
163,Girlfight,2000,6.7,70.0,9214,1,Drama,Sport,,Michelle Rodriguez,Santiago Douglas,Jamie Tirelli,0,15.0,18.0,110.0,1000000.0,1666028.0
164,Josh,2000,6.1,7.8,9142,1,Action,Drama,Musical,Shah Rukh Khan,Aishwarya Rai Bachchan,Chandrachur Singh,0,2.0,18.0,162.0,,426318.0
165,Duets,2000,6.1,40.0,9014,1,Comedy,Drama,Music,Huey Lewis,Gwyneth Paltrow,Paul Giamatti,0,0.0,1.0,112.0,21000000.0,6620242.0
166,What Planet Are You From?,2000,5.6,41.0,8955,1,Comedy,Sci-Fi,,Garry Shandling,Annette Bening,John Goodman,0,0.0,1.0,105.0,60000000.0,14145677.0
167,Hamlet,2000,5.9,70.0,8948,1,Drama,Romance,Thriller,Ethan Hawke,Kyle MacLachlan,Diane Venora,0,1.0,2.0,112.0,2000000.0,2046433.0
168,Bread and Tulips,2000,7.3,68.0,8882,3,Comedy,Romance,,Licia Maglietta,Bruno Ganz,Giuseppe Battiston,0,32.0,13.0,114.0,,9719848.0
169,Left Behind: The Movie,2000,4.5,22.0,8836,3,Action,Drama,Fantasy,Kirk Cameron,Brad Johnson,Janaya Stephens,0,0.0,3.0,104.13054509110479,4000000.0,4224065.0
170,The Weight of Water,2000,5.9,45.0,8815,1,Crime,Drama,Mystery,Catherine McCormack,Sean Penn,Sarah Polley,0,1.0,1.0,114.0,16000000.0,321279.0
171,The Taste of Others,2000,7.2,78.0,8805,1,Comedy,Drama,Romance,Anne Alvaro,Jean-Pierre Bacri,Alain Chabat,1,16.0,11.0,112.0,,1021938.0
172,Screwed,2000,5.8,7.0,8192,3,Comedy,Crime,,Norm MacDonald,Dave Chappelle,Elaine Stritch,0,0.0,0.0,81.0,10000000.0,7201701.0
173,Here on Earth,2000,5.2,25.0,8168,3,Drama,Romance,,Chris Klein,Leelee Sobieski,Josh Hartnett,0,0.0,2.0,96.0,15000000.0,10873148.0
174,Panic,2000,6.6,77.0,7895,1,Comedy,Crime,Drama,William H. Macy,Neve Campbell,John Ritter,0,0.0,2.0,88.0,1000000.0,779137.0
175,Heavy Metal 2000,2000,5.4,7.8,7530,1,Animation,Action,Adventure,Michael Ironside,Julie Strain,Billy Idol,0,0.0,1.0,88.0,15000000.0,
176,The Tao of Steve,2000,6.6,70.0,7272,1,Comedy,Drama,Romance,Donal Logue,Ayelet Kaznelson,John Hines,0,1.0,1.0,87.0,,4406030.0
177,Vatel,2000,6.6,44.0,7227,3,Biography,Drama,Romance,Gérard Depardieu,Uma Thurman,Tim Roth,1,2.0,2.0,103.0,36000000.0,184301.0
178,The Broken Hearts Club: A Romantic Comedy,2000,6.9,51.0,7020,1,Comedy,Drama,Romance,Timothy Olyphant,Dean Cain,Zach Braff,0,1.0,1.0,94.0,1000000.0,2019121.0
179,The House of Mirth,2000,7.0,78.0,7009,2,Romance,Drama,,Gillian Anderson,Dan Aykroyd,Eleanor Bron,1,6.0,28.0,135.0,10000000.0,5164404.0
180,Gun Shy,2000,5.7,42.0,6804,1,Comedy,Crime,Romance,Liam Neeson,Sandra Bullock,Oliver Platt,0,0.0,0.0,101.0,14000000.0,3284444.0
181,Waking the Dead,2000,6.5,59.0,6657,1,Drama,Mystery,Romance,Billy Crudup,Bill Haugland,Nelson Landrieu,0,0.0,1.0,105.0,8500000.0,270745.0
182,Digimon: The Movie,2000,6.1,20.0,6653,2,Animation,Action,Adventure,Lara Jill Miller,Joshua Seth,Bob Papenbrook,0,0.0,1.0,104.13054509110479,5000000.0,16643191.0
183,Takedown,2000,6.3,7.8,6517,1,Biography,Crime,Drama,Skeet Ulrich,Russell Wong,Angela Featherstone,0,0.0,0.0,104.13054509110479,,
184,If These Walls Could Talk 2,2000,7.1,7.8,6463,1,Drama,Romance,,Vanessa Redgrave,Marian Seldes,Paul Giamatti,1,6.0,9.0,96.0,,
185,Things You Can Tell Just by Looking at Her,2000,6.5,76.0,6404,3,Drama,Romance,,Glenn Close,Cameron Diaz,Calista Flockhart,1,,,109.0,,1433668.0
186,Timecode,2000,6.0,65.0,6397,1,Drama,Romance,,Jeanne Tripplehorn,Stellan Skarsgård,Salma Hayek,0,0.0,2.0,97.0,5000000.0,1431406.0
187,Fortress 2,2000,4.6,7.8,6356,1,Action,Sci-Fi,,Christopher Lambert,Beth Toussaint,Willie Garson,0,0.0,0.0,92.0,11000000.0,
188,About Adam,2000,5.8,64.0,6251,1,Comedy,Romance,,Stuart Townsend,Kate Hudson,Tommy Tiernan,0,0.0,3.0,97.0,,802951.0
189,Mission Kashmir,2000,6.7,7.8,6218,1,Action,Drama,Thriller,Sanjay Dutt,Hrithik Roshan,Preity Zinta,0,7.0,20.0,154.0,,
190,Leprechaun 5: In the Hood,2000,3.7,7.8,6162,1,Action,Comedy,Fantasy,Warwick Davis,Ice-T,Anthony Montgomery,0,0.0,1.0,104.13054509110479,,
191,Harrison's Flowers,2000,7.1,49.0,5987,1,Drama,Romance,War,Andie MacDowell,Scott Anton,Elias Koteas,0,3.0,1.0,130.0,8000000.0,3033646.0
192,Burnt Money,2000,7.2,68.0,5969,1,Crime,Drama,Romance,Eduardo Noriega,Leonardo Sbaraglia,Pablo Echarri,0,5.0,9.0,125.0,,190075.0
193,The Claim,2000,6.4,62.0,5912,1,Drama,Romance,Western,Wes Bentley,Peter Mullan,Ron Anderson,0,1.0,10.0,120.0,20000000.0,885836.0
194,Nico and Dani,2000,6.6,59.0,5854,1,Comedy,Drama,Romance,Fernando Ramallo,Jordi Vilches,Marieta Orozco,0,12.0,9.0,91.0,,372850.0
195,Maybe Baby,2000,5.7,46.0,5573,1,Comedy,Romance,,Hugh Laurie,Joely Richardson,Matthew Macfadyen,0,0.0,1.0,104.0,,173763.0
196,Where the Money Is,2000,6.2,49.0,5535,3,Drama,Comedy,Crime,Paul Newman,Linda Fiorentino,Dermot Mulroney,0,0.0,0.0,89.0,28000000.0,7450414.0
197,The Filth and the Fury,2000,7.7,82.0,5501,1,Documentary,Biography,Music,Paul Cook,Steve Jones,John Lydon,0,3.0,1.0,108.0,,612192.0
198,Bruiser,2000,5.3,7.8,5477,1,Horror,Mystery,,Jason Flemyng,Peter Stormare,Leslie Hope,0,0.0,1.0,99.0,5000000.0,14960.0
199,Greenfingers,2000,6.8,46.0,5403,1,Comedy,Crime,Romance,Clive Owen,Helen Mirren,David Kelly,0,0.0,1.0,91.0,1365000.0,1961054.0
200,The Original Kings of Comedy,2000,6.9,76.0,5271,1,Comedy,Documentary,,Steve Harvey,D.L. Hughley,Cedric the Entertainer,0,0.0,3.0,115.0,13000000.0,38182790.0
201,Bread and Roses,2000,7.1,57.0,5231,1,Drama,,,Pilar Padilla,Adrien Brody,Elpidia Carrillo,0,5.0,10.0,110.0,,706876.0
202,La veuve de Saint-Pierre,2000,7.1,73.0,5226,1,Drama,History,Romance,Juliette Binoche,Daniel Auteuil,Emir Kusturica,1,3.0,8.0,112.0,100000000.0,7193889.0
203,Chuck & Buck,2000,6.5,76.0,5194,1,Comedy,Drama,,Mike White,Chris Weitz,Lupe Ontiveros,0,6.0,12.0,96.0,250000.0,1182065.0
204,Love & Sex,2000,6.2,44.0,5146,1,Comedy,Romance,Drama,Famke Janssen,Jon Favreau,Noah Emmerich,0,0.0,1.0,82.0,,580372.0
205,Citizen Toxie: The Toxic Avenger IV,2000,6.2,41.0,5047,1,Action,Comedy,Fantasy,David Mattey,Clyde Lewis,Heidi Sjursen,0,0.0,1.0,109.0,500000.0,
206,Love Honor and Obey,2000,6.5,23.0,5009,1,Comedy,Crime,,Sadie Frost,Jonny Lee Miller,Jude Law,0,0.0,0.0,103.0,,1400.0
207,The Prophecy 3: The Ascent,2000,5.6,7.8,4853,1,Fantasy,Horror,Thriller,Christopher Walken,Vincent Spano,Dave Buzzotta,0,0.0,1.0,104.13054509110479,,
208,Dinner Rush,2000,7.3,79.0,4814,1,Crime,Drama,Romance,Danny Aiello,Edoardo Ballerini,John Rothman,0,0.0,2.0,99.0,,933740.0
209,Divided We Fall,2000,7.6,69.0,4806,3,Comedy,Drama,War,Bolek Polívka,Csongor Kassai,Jaroslav Dusek,1,15.0,3.0,120.0,,2046440.0
210,Come Undone,2000,6.7,68.0,4705,1,Drama,Romance,,Jérémie Elkaïm,Stéphane Rideau,Marie Matheron,0,0.0,1.0,98.0,,326484.0
211,Maelstrom,2000,7.0,66.0,4573,1,Drama,,,Marie-Josée Croze,Jean-Nicolas Verreault,Stephanie Morgenstern,0,23.0,9.0,87.0,,254380.0
212,The Crew,2000,5.6,37.0,4437,3,Comedy,Crime,,Richard Dreyfuss,Burt Reynolds,Dan Hedaya,0,0.0,1.0,88.0,38000000.0,13105853.0
213,Dragonheart: A New Beginning,2000,4.5,7.8,4355,2,Action,Adventure,Comedy,Christopher Masterson,Harry Van Gorkum,Rona Figueroa,0,0.0,6.0,84.0,,
214,Love's Labour's Lost,2000,6.0,35.0,4292,2,Romance,Comedy,Musical,Alessandro Nivola,Alicia Silverstone,Natascha McElhone,0,1.0,2.0,93.0,13000000.0,299792.0
215,I Dreamed of Africa,2000,5.7,33.0,4281,3,Adventure,Biography,Drama,Kim Basinger,Vincent Perez,Liam Aiken,0,0.0,3.0,114.0,50000000.0,14400327.0
216,The In Crowd,2000,4.7,14.0,4209,3,Drama,Mystery,Thriller,Lori Heuring,Susan Ward,Matthew Settle,0,0.0,0.0,105.0,24000000.0,5280035.0
217,The Golden Bowl,2000,5.9,62.0,4163,1,Drama,Romance,,Uma Thurman,Jeremy Northam,Kate Beckinsale,0,1.0,1.0,130.0,15000000.0,5753678.0
218,The Luzhin Defence,2000,6.8,64.0,4161,3,Drama,Romance,,John Turturro,Emily Watson,Geraldine James,0,3.0,2.0,109.0,,1873620.0
219,Time and Tide,2000,6.9,60.0,4128,1,Action,Crime,Drama,Nicholas Tse,Wu Bai,Candy Lo,0,1.0,13.0,113.0,,243978.0
220,Big Eden,2000,7.3,59.0,3993,3,Comedy,Drama,Romance,Arye Gross,Eric Schweig,Tim DeKay,0,9.0,1.0,117.0,,512451.0
221,Groove,2000,6.6,54.0,3983,1,Drama,Music,,Chris Ferreira,Mackenzie Firgens,Elizabeth Sun,0,0.0,2.0,86.0,500000.0,1162001.0
222,Vulgar,2000,5.3,5.0,3892,1,Crime,Drama,Thriller,Brian O'Halloran,Bryan Johnson,Jerry Lewkowitz,0,0.0,0.0,87.0,120000.0,15927.0
223,Whipped,2000,4.6,10.0,3879,1,Comedy,Romance,,Amanda Peet,Brian Van Holt,Jonathan Abrahams,0,0.0,1.0,82.0,3000000.0,4775009.0
224,Chain of Fools,2000,6.1,7.8,3859,1,Comedy,Crime,,Steve Zahn,Salma Hayek,Jeff Goldblum,0,0.0,0.0,104.13054509110479,20000000.0,
225,Happy Times,2000,7.4,63.0,3812,2,Comedy,Drama,Romance,Lifan Dong,Benshan Zhao,Jie Dong,0,4.0,2.0,102.0,1900000.0,361000.0
226,Happenstance,2000,6.8,59.0,3764,1,Comedy,Drama,Romance,Audrey Tautou,Faudel,Eric Savin,0,0.0,3.0,90.0,,251444.0
227,Chinese Coffee,2000,7.1,7.8,3761,1,Drama,,,Al Pacino,Jerry Orbach,Susan Floyd,0,0.0,0.0,99.0,,
228,Crocodile,2000,3.8,7.8,3756,1,Action,Adventure,Comedy,Mark McLachlan,Caitlin Martin,Chris Solari,0,0.0,0.0,93.0,2800000.0,
229,Essex Boys,2000,6.1,7.8,3724,1,Crime,Thriller,,Charlie Creed-Miles,Sean Bean,Gareth Milne,0,0.0,0.0,102.0,,
230,La vierge des tueurs,2000,6.8,73.0,3715,1,Crime,Drama,Romance,Germán Jaramillo,Anderson Ballesteros,Juan David Restrepo,0,3.0,3.0,101.0,,624525.0
231,Beautiful,2000,5.6,23.0,3613,3,Comedy,Drama,,Minnie Driver,Hallie Eisenberg,Joey Lauren Adams,0,0.0,2.0,112.0,14000000.0,3169930.0
232,Dancing at the Blue Iguana,2000,5.7,41.0,3605,1,Drama,Mystery,,Charlotte Ayanna,Daryl Hannah,Kristin Bauer van Straten,0,2.0,1.0,123.0,,122121.0
233,Faust,2000,4.3,7.8,3603,1,Drama,Fantasy,Horror,Mark Frost,Isabel Brook,Jennifer Rope,0,4.0,4.0,98.0,3000000.0,
234,Committed,2000,5.1,44.0,3580,1,Comedy,Drama,,Heather Graham,Casey Affleck,Luke Wilson,0,1.0,2.0,98.0,3000000.0,40361.0
235,Cheaters,2000,6.7,7.8,3579,1,Drama,,,Jeff Daniels,Jena Malone,Paul Sorvino,1,,,108.0,,
236,The Vertical Ray of the Sun,2000,7.2,72.0,3508,3,Drama,,,Nu Yên-Khê Tran,Nhu Quynh Nguyen,Khanh Le,0,0.0,2.0,112.0,,201247.0
237,Bangkok Dangerous,2000,6.6,45.0,3478,1,Action,Crime,Drama,Pawarith Monkolpisit,Premsinee Ratanasopha,Patharawarin Timkul,0,3.0,4.0,105.0,,55429.0
238,Picking Up the Pieces,2000,4.8,7.8,3423,1,Comedy,Crime,Fantasy,Woody Allen,David Schwimmer,Angélica Aragón,0,0.0,2.0,95.0,,
239,How to Kill Your Neighbor's Dog,2000,6.9,40.0,3410,1,Comedy,Drama,,Kenneth Branagh,Robin Wright,Suzi Hofrichter,0,0.0,6.0,104.13054509110479,7300000.0,73510.0
240,Beautiful Creatures,2000,5.9,40.0,3405,1,Comedy,Thriller,Crime,Rachel Weisz,Susan Lynch,Iain Glen,0,0.0,1.0,86.0,,313768.0
241,Escaflowne: The Movie,2000,6.7,50.0,3357,3,Adventure,Animation,Drama,Shin'ichirô Miki,Jôji Nakata,Maaya Sakamoto,0,0.0,0.0,98.0,,94060.0
242,Python,2000,3.7,7.8,3271,1,Action,Comedy,Horror,Frayne Rosanoff,Robert Englund,Casper Van Dien,0,0.0,0.0,99.0,,
243,Rated X,2000,5.8,7.8,3255,1,Biography,Drama,,Charlie Sheen,Emilio Estevez,Rafer Weigel,0,1.0,1.0,115.0,,12449.0
244,Infidèle,2000,7.4,79.0,3223,1,Drama,Romance,,Lena Endre,Erland Josephson,Krister Henriksson,0,8.0,9.0,154.0,,918033.0
245,Songcatcher,2000,7.2,63.0,3191,3,Drama,Music,,Janet McTeer,Michael Harding,Michael Davis,0,5.0,5.0,109.0,1800000.0,3171273.0
246,Skipped Parts,2000,6.3,7.8,3173,1,Comedy,Drama,Romance,Drew Barrymore,Jennifer Jason Leigh,Mischa Barton,0,0.0,1.0,104.13054509110479,,
247,Cut,2000,4.2,7.8,3158,1,Comedy,Horror,Mystery,Molly Ringwald,Frank Roberts,Kylie Minogue,0,0.0,0.0,82.0,,
248,The Guilty,2000,6.2,7.8,3141,1,Crime,Drama,Thriller,Bill Pullman,Devon Sawa,Gabrielle Anwar,0,0.0,0.0,108.0,14000000.0,
249,Chasing Sleep,2000,6.3,7.8,3131,1,Drama,Horror,Mystery,Jeff Daniels,Molly Price,Ben Shenkman,0,2.0,2.0,104.0,,
250,Passion of Mind,2000,5.5,28.0,3115,3,Drama,Mystery,Romance,Demi Moore,Eloise Eonnet,Hadrian Dagannaud-Brouard,0,0.0,1.0,105.0,,769272.0
251,3 Strikes,2000,4.8,11.0,3079,1,Comedy,,,Brian Hooks,N'Bushe Wright,Faizon Love,0,0.0,0.0,82.0,3400000.0,9832166.0
252,Everybody's Famous!,2000,6.9,60.0,3071,1,Comedy,Drama,Music,Josse De Pauw,Eva van der Gucht,Werner De Smedt,1,4.0,4.0,97.0,,97353.0
253,Crime + Punishment in Suburbia,2000,5.9,32.0,2932,1,Drama,Thriller,,Monica Keena,Ellen Barkin,Michael Ironside,0,0.0,3.0,100.0,,
254,Urbania,2000,6.8,73.0,2887,1,Drama,,,Dan Futterman,Scott Denny,Paige Turco,0,5.0,4.0,103.0,225000.0,1032075.0
255,U.S. Seals,2000,4.3,7.8,2880,1,Action,Thriller,,Jim Fitzpatrick,Greg Collins,Ty Miller,0,0.0,0.0,90.0,3500000.0,
256,Sordid Lives,2000,6.8,47.0,2790,1,Comedy,Romance,,Delta Burke,Bonnie Bedelia,Olivia Newton-John,0,0.0,10.0,111.0,,1111273.0
257,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,3.7,7.8,2772,1,Comedy,Fantasy,Horror,Christopher Allport,Eileen Seeley,Chip Heller,0,0.0,1.0,91.0,,
258,Bruce Lee: A Warrior's Journey,2000,8.1,7.8,2736,2,Documentary,Action,Biography,Bruce Lee,Kareem Abdul-Jabbar,Peter Archer,0,0.0,1.0,100.0,,
259,Spiders,2000,4.0,7.8,2665,1,Horror,Sci-Fi,Thriller,Lana Parrilla,Josh Green,Oliver Macready,0,0.0,0.0,94.0,2000000.0,
260,The Smokers,2000,2.9,7.8,2600,1,Thriller,,,Dominique Swain,Busy Philipps,Keri Lynn Pratt,0,1.0,1.0,96.0,,
261,Up at the Villa,2000,6.0,57.0,2548,3,Drama,Romance,,Kristin Scott Thomas,Sean Penn,Anne Bancroft,0,0.0,0.0,115.0,,3740113.0
262,Fight Club,1999,8.8,66.0,1790826,1,Drama,,,Brad Pitt,Edward Norton,Meat Loaf,1,10.0,37.0,139.0,63000000.0,101187503.0
263,The Matrix,1999,8.7,73.0,1615969,1,Action,Sci-Fi,,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,4,37.0,50.0,136.0,63000000.0,465343787.0
264,The Green Mile,1999,8.6,61.0,1098604,1,Crime,Drama,Fantasy,Tom Hanks,Michael Clarke Duncan,David Morse,4,15.0,33.0,189.0,60000000.0,286801374.0
265,American Beauty,1999,8.3,84.0,1041328,1,Drama,,,Kevin Spacey,Annette Bening,Thora Birch,5,106.0,101.0,122.0,15000000.0,356296601.0
266,The Sixth Sense,1999,8.1,64.0,887382,3,Drama,Mystery,Thriller,Bruce Willis,Haley Joel Osment,Toni Collette,6,36.0,49.0,107.0,40000000.0,672806292.0
267,Star Wars: Episode I - The Phantom Menace,1999,6.5,51.0,707765,2,Action,Adventure,Fantasy,Ewan McGregor,Liam Neeson,Natalie Portman,3,26.0,65.0,136.0,115000000.0,1027082707.0
268,The Mummy,1999,7.0,48.0,381694,3,Action,Adventure,Fantasy,Brendan Fraser,Rachel Weisz,John Hannah,1,5.0,23.0,124.0,80000000.0,415933406.0
269,American Pie,1999,7.0,58.0,367503,1,Comedy,,,Jason Biggs,Chris Klein,Thomas Ian Nicholas,0,9.0,14.0,95.0,11000000.0,235483004.0
270,Sleepy Hollow,1999,7.3,65.0,320202,1,Fantasy,Horror,Mystery,Johnny Depp,Christina Ricci,Miranda Richardson,1,27.0,43.0,105.0,100000000.0,206071502.0
271,Being John Malkovich,1999,7.7,90.0,300956,1,Comedy,Drama,Fantasy,John Cusack,Cameron Diaz,Catherine Keener,3,48.0,75.0,113.0,13000000.0,23106667.0
272,Eyes Wide Shut,1999,7.4,68.0,291081,1,Drama,Mystery,Thriller,Tom Cruise,Nicole Kidman,Todd Field,1,11.0,28.0,159.0,65000000.0,162238658.0
273,10 Things I Hate About You,1999,7.3,70.0,286886,3,Comedy,Drama,Romance,Heath Ledger,Julia Stiles,Joseph Gordon-Levitt,0,2.0,13.0,97.0,30000000.0,53478166.0
274,Magnolia,1999,8.0,77.0,282436,1,Drama,,,Tom Cruise,Jason Robards,Julianne Moore,3,28.0,55.0,188.0,37000000.0,48451803.0
275,Notting Hill,1999,7.1,68.0,262579,3,Comedy,Drama,Romance,Hugh Grant,Julia Roberts,Richard McCabe,3,11.0,14.0,124.0,42000000.0,363944522.0
276,Office Space,1999,7.7,68.0,236070,1,Comedy,,,Ron Livingston,Jennifer Aniston,David Herman,0,1.0,2.0,89.0,10000000.0,10827810.0
277,The Blair Witch Project,1999,6.5,81.0,225735,1,Horror,Mystery,,Heather Donahue,Michael C. Williams,Joshua Leonard,0,19.0,26.0,81.0,60000.0,248639099.0
278,The Boondock Saints,1999,7.8,44.0,223623,1,Action,Crime,Thriller,Willem Dafoe,Sean Patrick Flanery,Norman Reedus,0,0.0,0.0,108.0,6000000.0,30471.0
279,Austin Powers: The Spy Who Shagged Me,1999,6.6,59.0,212201,3,Action,Adventure,Comedy,Mike Myers,Heather Graham,Michael York,1,18.0,30.0,95.0,33000000.0,312016928.0
280,Dogma,1999,7.3,62.0,204668,1,Adventure,Comedy,Drama,Ben Affleck,Matt Damon,Linda Fiorentino,0,0.0,8.0,130.0,10000000.0,31429330.0
281,Big Daddy,1999,6.4,41.0,194120,3,Comedy,Drama,,Adam Sandler,Joey Lauren Adams,Jon Stewart,0,8.0,14.0,93.0,34200000.0,234801895.0
282,South Park: Bigger Longer & Uncut,1999,7.7,73.0,188881,1,Animation,Comedy,Fantasy,Trey Parker,Matt Stone,Mary Kay Bergman,1,7.0,10.0,81.0,21000000.0,83137603.0
283,The World Is Not Enough,1999,6.4,57.0,183949,3,Action,Adventure,Thriller,Pierce Brosnan,Sophie Marceau,Robert Carlyle,0,7.0,12.0,128.0,135000000.0,361832400.0
284,The Talented Mr. Ripley,1999,7.4,76.0,176100,1,Crime,Drama,Thriller,Matt Damon,Gwyneth Paltrow,Jude Law,5,10.0,76.0,139.0,40000000.0,128798265.0
285,Cruel Intentions,1999,6.8,56.0,175210,1,Drama,Romance,,Sarah Michelle Gellar,Ryan Phillippe,Reese Witherspoon,0,7.0,14.0,97.0,10500000.0,76347426.0
286,The Iron Giant,1999,8.0,85.0,166686,2,Animation,Action,Adventure,Eli Marienthal,Harry Connick Jr.,Jennifer Aniston,0,20.0,18.0,86.0,70000000.0,23180087.0
287,The Ninth Gate,1999,6.7,44.0,161545,1,Mystery,Thriller,,Johnny Depp,Frank Langella,Lena Olin,0,2.0,5.0,133.0,38000000.0,58401898.0
288,Girl Interrupted,1999,7.3,51.0,158750,1,Biography,Drama,,Winona Ryder,Angelina Jolie,Clea DuVall,1,7.0,11.0,127.0,40000000.0,48350205.0
289,Three Kings,1999,7.1,82.0,157513,1,Action,Adventure,Comedy,George Clooney,Mark Wahlberg,Ice Cube,0,8.0,19.0,114.0,75000000.0,107752036.0
290,The Insider,1999,7.8,84.0,155929,1,Biography,Drama,Thriller,Russell Crowe,Al Pacino,Christopher Plummer,7,23.0,50.0,157.0,90000000.0,60289912.0
291,Wild Wild West,1999,4.9,38.0,150134,3,Action,Comedy,Sci-Fi,Will Smith,Kevin Kline,Kenneth Branagh,0,15.0,17.0,106.0,170000000.0,222104681.0
292,The Bone Collector,1999,6.7,45.0,149808,1,Crime,Drama,Mystery,Denzel Washington,Angelina Jolie,Queen Latifah,0,1.0,3.0,118.0,73000000.0,151493655.0
293,Galaxy Quest,1999,7.3,70.0,144453,2,Adventure,Comedy,Sci-Fi,Tim Allen,Sigourney Weaver,Alan Rickman,0,7.0,14.0,102.0,45000000.0,90683916.0
294,Analyze This,1999,6.7,61.0,143003,1,Comedy,Crime,,Robert De Niro,Billy Crystal,Lisa Kudrow,2,4.0,5.0,103.0,80000000.0,176885658.0
295,The Virgin Suicides,1999,7.2,76.0,140267,1,Drama,Romance,,Kirsten Dunst,Josh Hartnett,James Woods,0,3.0,14.0,97.0,9000000.0,10409377.0
296,Payback,1999,7.1,46.0,128916,1,Action,Crime,Drama,Mel Gibson,Gregg Henry,Maria Bello,0,2.0,2.0,100.0,90000000.0,161626121.0
297,Stuart Little,1999,5.9,61.0,122374,2,Adventure,Comedy,Family,Michael J. Fox,Geena Davis,Hugh Laurie,1,7.0,13.0,84.0,133000000.0,300135367.0
298,Man on the Moon,1999,7.4,58.0,121463,1,Biography,Comedy,Drama,Jim Carrey,Danny DeVito,Gerry Becker,1,4.0,24.0,118.0,82000000.0,47434430.0
299,Deep Blue Sea,1999,5.9,54.0,121090,1,Action,Adventure,Sci-Fi,Thomas Jane,Saffron Burrows,Samuel L. Jackson,0,2.0,4.0,105.0,60000000.0,164648142.0
300,8MM,1999,6.5,19.0,120511,1,Mystery,Thriller,,Nicolas Cage,Joaquin Phoenix,James Gandolfini,0,2.0,2.0,123.0,40000000.0,96618699.0
301,The 13th Warrior,1999,6.6,42.0,114019,1,Action,Adventure,History,Antonio Banderas,Diane Venora,Dennis Storhøi,0,2.0,2.0,102.0,160000000.0,61698899.0
302,Any Given Sunday,1999,6.9,52.0,110023,1,Drama,Sport,,Al Pacino,Dennis Quaid,Cameron Diaz,0,3.0,9.0,162.0,55000000.0,100230832.0
303,Bicentennial Man,1999,6.9,42.0,107486,2,Comedy,Drama,Sci-Fi,Robin Williams,Embeth Davidtz,Sam Neill,1,2.0,7.0,132.0,100000000.0,87423861.0
304,Entrapment,1999,6.3,54.0,104542,3,Action,Crime,Romance,Sean Connery,Catherine Zeta-Jones,Ving Rhames,0,4.0,6.0,113.0,66000000.0,212404396.0
305,End of Days,1999,5.8,33.0,103727,1,Action,Fantasy,Horror,Arnold Schwarzenegger,Gabriel Byrne,Robin Tunney,0,1.0,7.0,122.0,100000000.0,211989043.0
306,eXistenZ,1999,6.8,68.0,91542,1,Horror,Sci-Fi,Thriller,Jude Law,Jennifer Jason Leigh,Ian Holm,0,3.0,13.0,97.0,15000000.0,2856712.0
307,The Cider House Rules,1999,7.4,75.0,91233,3,Drama,Romance,,Tobey Maguire,Charlize Theron,Michael Caine,2,6.0,30.0,126.0,24000000.0,88545092.0
308,Runaway Bride,1999,5.5,39.0,90653,2,Comedy,Romance,,Julia Roberts,Richard Gere,Joan Cusack,0,6.0,10.0,116.0,70000000.0,309460292.0
309,Boys Don't Cry,1999,7.5,86.0,90410,1,Biography,Crime,Drama,Hilary Swank,Chloë Sevigny,Peter Sarsgaard,1,49.0,38.0,118.0,2000000.0,11540607.0
310,The Hurricane,1999,7.6,74.0,89543,1,Biography,Drama,Sport,Denzel Washington,Vicellous Shannon,Deborah Kara Unger,1,7.0,17.0,146.0,50000000.0,73956241.0
311,Election,1999,7.2,83.0,87228,1,Comedy,Drama,Romance,Matthew Broderick,Reese Witherspoon,Chris Klein,1,16.0,33.0,103.0,25000000.0,14902041.0
312,All About My Mother,1999,7.8,87.0,86177,1,Drama,,,Cecilia Roth,Marisa Paredes,Candela Peña,1,57.0,39.0,101.0,,67952969.0
313,The Thomas Crown Affair,1999,6.8,72.0,84927,1,Crime,Romance,Thriller,Pierce Brosnan,Rene Russo,Denis Leary,0,3.0,2.0,113.0,48000000.0,124305181.0
