Column1;movie;year;imdb_ratings;metascore;votes;category;mv_page;genres1;genres2;genres3;stars1;stars2;stars3;rank;nb_oscar;win;nom;runtime;budget;gross
2592;21 Jump Street;2012;7.2;69;498871;R;https://imdb.com/title/tt1232829/;Action;Comedy;Crime;Jonah Hill;Channing Tatum;Ice Cube;0;0;11;20;109;42000000;201585328
2593;The Perks of Being a Wallflower;2012;8.0;67;447143;PG-13;https://imdb.com/title/tt1659337/;Drama;Romance;;Logan Lerman;Emma Watson;Ezra Miller;0;0;19;50;103;13000000;33384127
2594;Wreck-It Ralph;2012;7.7;72;368301;PG;https://imdb.com/title/tt1772341/;Animation;Adventure;Comedy;John C. Reilly;Jack McBrayer;Jane Lynch;0;1;33;41;101;165000000;471222889
2595;Brave;2012;7.1;69;361220;PG;https://imdb.com/title/tt1217209/;Animation;Adventure;Comedy;Kelly Macdonald;Billy Connolly;Emma Thompson;0;1;19;48;93;185000000;538983207
2596;Cloud Atlas;2012;7.4;55;338004;R;https://imdb.com/title/tt1371111/;Action;Drama;Mystery;Tom Hanks;Halle Berry;Hugh Grant;0;1;16;76;172;102000000;130482868
2597;Men in Black 3;2012;6.8;58;327075;PG-13;https://imdb.com/title/tt1409024/;Action;Adventure;Comedy;Will Smith;Tommy Lee Jones;Josh Brolin;0;0;1;13;106;225000000;624026776
2598;Flight;2012;7.3;76;317205;R;https://imdb.com/title/tt1907668/;Drama;Thriller;;Denzel Washington;Nadine Velazquez;Don Cheadle;0;2;15;43;138;31000000;161772375
2599;Moonrise Kingdom;2012;7.8;84;308545;PG-13;https://imdb.com/title/tt1748122/;Comedy;Drama;Romance;Jared Gilman;Kara Hayward;Bruce Willis;0;1;38;118;94;16000000;68263166
2600;Les Misérables;2012;7.6;63;300393;PG-13;https://imdb.com/title/tt1707386/;Drama;History;Musical;Hugh Jackman;Russell Crowe;Anne Hathaway;0;3;83;174;158;61000000;441809770
2601;Jack Reacher;2012;7.0;50;299546;PG-13;https://imdb.com/title/tt0790724/;Action;Thriller;;Tom Cruise;Rosamund Pike;Richard Jenkins;0;0;1;5;130;60000000;218340595
2602;The Expendables 2;2012;6.6;51;286941;R;https://imdb.com/title/tt1764651/;Action;Adventure;Thriller;Sylvester Stallone;Liam Hemsworth;Randy Couture;0;0;4;5;103;100000000;314975955
2603;Taken 2;2012;6.3;45;283936;PG-13;https://imdb.com/title/tt1397280/;Action;Thriller;;Liam Neeson;Famke Janssen;Maggie Grace;0;0;1;3;92;45000000;376141306
2604;The Bourne Legacy;2012;6.7;61;278908;PG-13;https://imdb.com/title/tt1194173/;Action;Adventure;Thriller;Jeremy Renner;Rachel Weisz;Edward Norton;0;0;1;11;135;125000000;276144750
2605;Pitch Perfect;2012;7.2;66;268882;PG-13;https://imdb.com/title/tt1981677/;Comedy;Music;Romance;Anna Kendrick;Brittany Snow;Rebel Wilson;0;0;7;20;112;17000000;115350426
2606;Snow White and the Huntsman;2012;6.1;57;267500;PG-13;https://imdb.com/title/tt1735898/;Action;Adventure;Drama;Kristen Stewart;Chris Hemsworth;Charlize Theron;0;2;13;31;127;170000000;396592829
2607;The Hunt;2012;8.3;77;265646;R;https://imdb.com/title/tt2106476/;Drama;;;Mads Mikkelsen;Thomas Bo Larsen;Annika Wedderkopp;97;1;37;67;115;3800000;17110543
2608;The Dictator;2012;6.4;58;265460;R;https://imdb.com/title/tt1645170/;Comedy;;;Sacha Baron Cohen;Anna Faris;John C. Reilly;0;0;1;1;83;65000000;179379533
2609;Zero Dark Thirty;2012;7.4;95;263997;R;https://imdb.com/title/tt1790885/;Drama;History;Thriller;Jessica Chastain;Joel Edgerton;Chris Pratt;0;1;86;173;157;40000000;132820716
2610;John Carter;2012;6.6;51;250572;PG-13;https://imdb.com/title/tt0401729/;Action;Adventure;Sci-Fi;Taylor Kitsch;Lynn Collins;Willem Dafoe;0;0;2;8;132;250000000;284139100
2611;Dredd;2012;7.1;60;244576;R;https://imdb.com/title/tt1343727/;Action;Crime;Sci-Fi;Karl Urban;Olivia Thirlby;Lena Headey;0;0;2;14;95;50000000;41037742
2612;Dark Shadows;2012;6.2;55;241186;PG-13;https://imdb.com/title/tt1077368/;Comedy;Fantasy;Horror;Johnny Depp;Michelle Pfeiffer;Eva Green;0;0;2;13;113;150000000;245527149
2613;The Place Beyond the Pines;2012;7.3;68;238969;R;https://imdb.com/title/tt1817273/;Crime;Drama;Thriller;Ryan Gosling;Bradley Cooper;Eva Mendes;0;0;4;21;140;15000000;47052899
2614;Lincoln;2012;7.3;86;238704;PG-13;https://imdb.com/title/tt0443272/;Biography;Drama;History;Daniel Day-Lewis;Sally Field;David Strathairn;0;2;107;249;150;65000000;275293450
2615;Chronicle;2012;7.0;69;236175;PG-13;https://imdb.com/title/tt1706593/;Drama;Sci-Fi;Thriller;Dane DeHaan;Alex Russell;Michael B. Jordan;0;0;2;7;89;12000000;126636097
2616;Total Recall;2012;6.3;43;236027;PG-13;https://imdb.com/title/tt1386703/;Action;Adventure;Sci-Fi;Colin Farrell;Bokeem Woodbine;Bryan Cranston;0;0;2;6;118;125000000;198467168
2617;Seven Psychopaths;2012;7.2;66;234729;R;https://imdb.com/title/tt1931533/;Comedy;Crime;;Colin Farrell;Woody Harrelson;Sam Rockwell;0;0;3;21;110;15000000;32226382
2618;Battleship;2012;5.8;41;232210;PG-13;https://imdb.com/title/tt1440129/;Action;Adventure;Sci-Fi;Alexander Skarsgård;Brooklyn Decker;Liam Neeson;0;0;4;16;131;209000000;303025485
2619;The Twilight Saga: Breaking Dawn - Part 2;2012;5.5;52;224463;PG-13;https://imdb.com/title/tt1673434/;Adventure;Drama;Fantasy;Kristen Stewart;Robert Pattinson;Taylor Lautner;0;0;21;14;115;120000000;829746820
2620;Lawless;2012;7.3;58;222886;R;https://imdb.com/title/tt1212450/;Crime;Drama;;Tom Hardy;Shia LaBeouf;Guy Pearce;0;0;1;8;116;26000000;55404207
2621;End of Watch;2012;7.6;68;222572;R;https://imdb.com/title/tt1855199/;Action;Crime;Drama;Jake Gyllenhaal;Michael Peña;Anna Kendrick;0;0;3;10;109;7000000;55078146
2622;Hotel Transylvania;2012;7.1;47;216598;PG;https://imdb.com/title/tt0837562/;Animation;Comedy;Family;Adam Sandler;Kevin James;Andy Samberg;0;1;2;14;91;85000000;358375603
2623;Sinister;2012;6.8;53;211458;R;https://imdb.com/title/tt1922777/;Horror;Mystery;Thriller;Ethan Hawke;Juliet Rylance;James Ransone;0;0;3;13;110;3000000;82515113
2624;Safe House;2012;6.7;52;200148;R;https://imdb.com/title/tt1599348/;Action;Thriller;;Denzel Washington;Ryan Reynolds;Robert Patrick;0;0;1;7;115;85000000;208076205
2625;American Reunion;2012;6.7;49;198919;R;https://imdb.com/title/tt1605630/;Comedy;;;Jason Biggs;Alyson Hannigan;Seann William Scott;0;0;1;4;113;50000000;234989584
2626;The Impossible;2012;7.6;73;190370;PG-13;https://imdb.com/title/tt1649419/;Drama;History;Thriller;Naomi Watts;Ewan McGregor;Tom Holland;0;1;28;68;114;45000000;198087212
2627;Ice Age: Continental Drift;2012;6.6;49;186135;PG;https://imdb.com/title/tt1667889/;Animation;Adventure;Comedy;Ray Romano;Denis Leary;John Leguizamo;0;0;2;11;88;95000000;877244782
2628;Project X;2012;6.6;48;184962;R;https://imdb.com/title/tt1636826/;Comedy;;;Thomas Mann;Oliver Cooper;Jonathan Daniel Brown;0;0;0;5;88;12000000;102731865
2629;The Vow;2012;6.8;43;180336;PG-13;https://imdb.com/title/tt1606389/;Drama;Romance;;Rachel McAdams;Channing Tatum;Sam Neill;0;0;3;14;104;30000000;196114570
2630;Wrath of the Titans;2012;5.7;37;178425;PG-13;https://imdb.com/title/tt1646987/;Action;Adventure;Fantasy;Sam Worthington;Liam Neeson;Rosamund Pike;0;0;2;2;99;150000000;301970083
2631;This Means War;2012;6.3;31;172831;PG-13;https://imdb.com/title/tt1596350/;Action;Comedy;Romance;Reese Witherspoon;Chris Pine;Tom Hardy;0;0;1;6;97;65000000;156491279
2632;The Woman in Black;2012;6.4;62;171009;PG-13;https://imdb.com/title/tt1596365/;Drama;Fantasy;Horror;Daniel Radcliffe;Janet McTeer;Ciarán Hinds;0;0;5;14;95;17000000;128955898
2633;Mud;2012;7.4;76;163352;PG-13;https://imdb.com/title/tt1935179/;Drama;;;Matthew McConaughey;Tye Sheridan;Jacob Lofland;0;0;15;38;130;10000000;32613173
2634;Madagascar 3: Europe's Most Wanted;2012;6.8;60;157492;PG;https://imdb.com/title/tt1277953/;Animation;Adventure;Comedy;Ben Stiller;Jada Pinkett Smith;Chris Rock;0;0;3;20;95;145000000;746921274
2635;Rise of the Guardians;2012;7.3;58;152423;PG;https://imdb.com/title/tt1446192/;Animation;Action;Adventure;Hugh Jackman;Alec Baldwin;Isla Fisher;0;1;14;31;97;145000000;306941670
2636;The Master;2012;7.2;86;147607;R;https://imdb.com/title/tt1560747/;Drama;;;Philip Seymour Hoffman;Joaquin Phoenix;Amy Adams;0;3;76;182;138;32000000;28258060
2637;Abraham Lincoln: Vampire Hunter;2012;5.9;42;146832;R;https://imdb.com/title/tt1611224/;Action;Fantasy;Horror;Benjamin Walker;Rufus Sewell;Dominic Cooper;0;0;0;1;105;69000000;116471580
2638;Underworld Awakening;2012;6.4;39;143226;R;https://imdb.com/title/tt1496025/;Action;Fantasy;Horror;Kate Beckinsale;Michael Ealy;India Eisley;0;0;0;1;88;70000000;160112671
2639;Man on a Ledge;2012;6.6;40;142593;PG-13;https://imdb.com/title/tt1568338/;Action;Adventure;Crime;Sam Worthington;Elizabeth Banks;Jamie Bell;0;0;0;1;102;42000000;47636031
2640;Spring Breakers;2012;5.3;63;132934;R;https://imdb.com/title/tt2101441/;Crime;Drama;;Vanessa Hudgens;Selena Gomez;Ashley Benson;0;0;11;34;94;5000000;31724284
2641;Resident Evil: Retribution;2012;5.4;39;130090;R;https://imdb.com/title/tt1855325/;Action;Horror;Sci-Fi;Milla Jovovich;Sienna Guillory;Michelle Rodriguez;0;0;2;6;95;65000000;240159255
2642;Killing Them Softly;2012;6.2;64;130080;R;https://imdb.com/title/tt1764234/;Crime;Drama;Thriller;Brad Pitt;Ray Liotta;Richard Jenkins;0;0;3;8;97;15000000;37930465
2643;Magic Mike;2012;6.1;72;128556;R;https://imdb.com/title/tt1915581/;Comedy;Drama;;Channing Tatum;Alex Pettyfer;Olivia Munn;0;0;9;14;110;7000000;167739368
2644;This Is 40;2012;6.2;59;123884;R;https://imdb.com/title/tt1758830/;Comedy;Romance;;Paul Rudd;Leslie Mann;Maude Apatow;0;0;2;11;134;35000000;88215156
2645;The Campaign;2012;6.1;50;122484;R;https://imdb.com/title/tt1790886/;Comedy;;;Will Ferrell;Zach Galifianakis;Jason Sudeikis;0;0;2;4;85;95000000;104907746
2646;The Watch;2012;5.7;36;119263;R;https://imdb.com/title/tt1298649/;Comedy;Sci-Fi;;Ben Stiller;Vince Vaughn;Jonah Hill;0;0;0;2;102;68000000;68267862
2647;Savages;2012;6.5;59;119141;R;https://imdb.com/title/tt1615065/;Crime;Drama;Thriller;Aaron Taylor-Johnson;Taylor Kitsch;Blake Lively;0;0;0;7;131;45000000;82966152
2648;Safety Not Guaranteed;2012;7.0;72;115352;R;https://imdb.com/title/tt1862079/;Comedy;Drama;Romance;Aubrey Plaza;Mark Duplass;Jake Johnson;0;0;8;18;;750000;4424699
2649;Contraband;2012;6.5;51;114736;R;https://imdb.com/title/tt1524137/;Action;Crime;Drama;Mark Wahlberg;Giovanni Ribisi;Kate Beckinsale;0;0;0;1;109;25000000;96262212
2650;Premium Rush;2012;6.5;66;108208;PG-13;https://imdb.com/title/tt1547234/;Action;Thriller;;Joseph Gordon-Levitt;Michael Shannon;Dania Ramirez;0;0;1;4;91;35000000;31083599
2651;Seeking a Friend for the End of the World;2012;6.7;59;105631;R;https://imdb.com/title/tt1307068/;Adventure;Comedy;Drama;Steve Carell;Keira Knightley;Melanie Lynskey;0;0;0;3;101;10000000;11681781
2652;Get the Gringo;2012;7.0;60;101463;R;https://imdb.com/title/tt1567609/;Action;Crime;Drama;Mel Gibson;Kevin Balmore;Daniel Giménez Cacho;0;0;0;0;96;20000000;8826837
2653;Safe;2012;6.5;55;100608;R;https://imdb.com/title/tt1656190/;Action;Crime;Thriller;Jason Statham;Catherine Chan;Chris Sarandon;0;0;0;2;94;30000000;41564670
2654;The Lucky One;2012;6.5;39;98896;PG-13;https://imdb.com/title/tt1327194/;Drama;Mystery;Romance;Zac Efron;Taylor Schilling;Blythe Danner;0;0;5;7;101;25000000;99357138
2655;The Lorax;2012;6.4;46;95047;PG;https://imdb.com/title/tt1482459/;Animation;Adventure;Comedy;Zac Efron;Taylor Swift;Danny DeVito;0;0;4;8;86;70000000;348840316
2656;Frankenweenie;2012;6.9;74;94668;PG;https://imdb.com/title/tt1142977/;Animation;Comedy;Family;Winona Ryder;Catherine O'Hara;Martin Short;0;1;11;49;87;39000000;81491068
2657;Ruby Sparks;2012;7.2;67;93871;R;https://imdb.com/title/tt1839492/;Comedy;Drama;Fantasy;Paul Dano;Zoe Kazan;Annette Bening;0;0;1;11;;8000000;9368803
2658;Lockout;2012;6.1;48;92703;PG-13;https://imdb.com/title/tt1592525/;Action;Sci-Fi;Thriller;Guy Pearce;Maggie Grace;Peter Stormare;0;0;0;1;95;20000000;32948113
2659;ParaNorman;2012;7.0;72;91352;PG;https://imdb.com/title/tt1623288/;Animation;Adventure;Comedy;Kodi Smit-McPhee;Anna Kendrick;Christopher Mintz-Plasse;0;1;19;45;92;60000000;107139399
2660;The Five-Year Engagement;2012;6.2;62;91167;R;https://imdb.com/title/tt1195478/;Comedy;Romance;;Jason Segel;Emily Blunt;Chris Pratt;0;0;0;0;124;30000000;54169363
2661;Amour;2012;7.9;94;90330;PG-13;https://imdb.com/title/tt1602620/;Drama;Romance;;Jean-Louis Trintignant;Emmanuelle Riva;Isabelle Huppert;0;1;80;105;127;8900000;29664140
2662;Iron Sky;2012;5.9;;90131;R;https://imdb.com/title/tt1034314/;Action;Adventure;Comedy;Julia Dietze;Christopher Kirby;Götz Otto;0;0;4;2;93;7500000;10109659
2663;Journey 2: The Mysterious Island;2012;5.8;41;89859;PG;https://imdb.com/title/tt1397514/;Action;Adventure;Comedy;Josh Hutcherson;Dwayne Johnson;Michael Caine;0;0;7;4;94;79000000;335260290
2664;Anna Karenina;2012;6.6;63;89137;R;https://imdb.com/title/tt1781769/;Drama;Romance;;Keira Knightley;Jude Law;Aaron Taylor-Johnson;0;1;31;52;129;;68929150
2665;That's My Boy;2012;5.5;31;88126;R;https://imdb.com/title/tt1232200/;Comedy;;;Adam Sandler;Andy Samberg;Leighton Meester;0;0;5;10;116;70000000;57719093
2666;Here Comes the Boom;2012;6.4;40;84191;PG;https://imdb.com/title/tt1648179/;Action;Comedy;Sport;Kevin James;Salma Hayek;Henry Winkler;0;0;0;3;105;42000000;73100172
2667;To Rome with Love;2012;6.3;54;82643;R;https://imdb.com/title/tt1859650/;Comedy;Music;Romance;Woody Allen;Penélope Cruz;Jesse Eisenberg;0;0;2;5;112;17000000;73244881
2668;Mirror Mirror;2012;5.6;46;82350;PG;https://imdb.com/title/tt1667353/;Adventure;Comedy;Drama;Lily Collins;Julia Roberts;Armie Hammer;0;1;2;8;106;85000000;183018522
2669;Stuck in Love.;2012;7.2;49;81884;R;https://imdb.com/title/tt2205697/;Comedy;Drama;Romance;Greg Kinnear;Jennifer Connelly;Lily Collins;0;0;0;2;97;;977671
2670;The Raven;2012;6.4;44;81278;R;https://imdb.com/title/tt1486192/;Crime;Mystery;Thriller;John Cusack;Alice Eve;Luke Evans;0;0;0;5;110;26000000;29699345
2671;Beasts of the Southern Wild;2012;7.3;86;79528;PG-13;https://imdb.com/title/tt2125435/;Adventure;Drama;Fantasy;Quvenzhané Wallis;Dwight Henry;Levy Easterly;0;4;92;125;93;1800000;21107746
2672;Gangs of Wasseypur;2012;8.2;89;76281;R;https://imdb.com/title/tt1954470/;Action;Crime;Drama;Manoj Bajpayee;Richa Chadha;Nawazuddin Siddiqui;233;0;17;45;321;184000000;4384642
2673;The Words;2012;7.0;37;73148;PG-13;https://imdb.com/title/tt1840417/;Drama;Mystery;Romance;Bradley Cooper;Dennis Quaid;Olivia Wilde;0;0;1;3;102;6000000;15950164
2674;Rock of Ages;2012;5.9;47;72318;PG-13;https://imdb.com/title/tt1336608/;Comedy;Drama;Musical;Julianne Hough;Diego Boneta;Tom Cruise;0;0;2;10;123;75000000;59418613
2675;Red Dawn;2012;5.4;31;72080;PG-13;https://imdb.com/title/tt1234719/;Action;Drama;;Chris Hemsworth;Isabel Lucas;Josh Hutcherson;0;0;1;4;93;65000000;50950296
2676;Disconnect;2012;7.5;64;72010;R;https://imdb.com/title/tt1433811/;Drama;Thriller;;Jason Bateman;Jonah Bobo;Haley Ramm;0;0;0;0;115;10000000;3428048
2677;Wanderlust;2012;5.6;53;71210;R;https://imdb.com/title/tt1655460/;Comedy;Romance;;Jennifer Aniston;Paul Rudd;Malin Akerman;0;0;0;1;98;;23812816
2678;Hitchcock;2012;6.8;55;70681;PG-13;https://imdb.com/title/tt0975645/;Biography;Drama;Romance;Anthony Hopkins;Helen Mirren;Scarlett Johansson;0;1;5;28;98;15700000;27039669
2679;House at the End of the Street;2012;5.6;31;69822;PG-13;https://imdb.com/title/tt1582507/;Drama;Horror;Thriller;Jennifer Lawrence;Elisabeth Shue;Max Thieriot;0;0;1;3;101;10000000;44287131
2680;Frances Ha;2012;7.5;82;69626;R;https://imdb.com/title/tt2347569/;Comedy;Drama;Romance;Greta Gerwig;Mickey Sumner;Adam Driver;0;1;1;47;86;;9013161
2681;The Iceman;2012;6.8;60;68704;R;https://imdb.com/title/tt1491044/;Biography;Crime;Drama;Michael Shannon;Chris Evans;James Franco;0;0;0;2;106;10000000;4552970
2682;What to Expect When You're Expecting;2012;5.7;41;68368;PG-13;https://imdb.com/title/tt1586265/;Comedy;Drama;Romance;Cameron Diaz;Matthew Morrison;J. Todd Smith;0;0;0;12;110;40000000;84384002
2683;Upside Down;2012;6.4;45;68313;PG-13;https://imdb.com/title/tt1374992/;Drama;Fantasy;Romance;Jim Sturgess;Kirsten Dunst;Timothy Spall;0;0;0;6;109;60000000;22187813
2684;Act of Valor;2012;6.5;40;65423;R;https://imdb.com/title/tt1591479/;Action;Adventure;Thriller;Alex Veadov;Roselyn Sanchez;Nestor Serrano;0;1;1;6;110;12000000;82499399
2685;The First Time;2012;6.8;55;64938;PG-13;https://imdb.com/title/tt1763303/;Comedy;Drama;Romance;Dylan O'Brien;Britt Robertson;Victoria Justice;0;0;0;1;95;2000000;92654
2686;Chernobyl Diaries;2012;5.0;;62816;R;https://imdb.com/title/tt1991245/;Horror;Mystery;Thriller;Jesse McCartney;Jonathan Sadowski;Olivia Taylor Dudley;0;0;0;1;86;1000000;38390020
2687;Searching for Sugar Man;2012;8.2;79;62093;PG-13;https://imdb.com/title/tt2125608/;Documentary;Biography;Music;Rodriguez;Stephen 'Sugar' Segerman;Dennis Coffey;0;1;42;32;86;;9133597
2688;Rust and Bone;2012;7.5;73;61914;R;https://imdb.com/title/tt2053425/;Drama;Romance;;Marion Cotillard;Matthias Schoenaerts;Armand Verdure;0;2;32;68;120;15400000;25807712
2689;Robot & Frank;2012;7.1;67;60924;PG-13;https://imdb.com/title/tt1990314/;Comedy;Crime;Drama;Peter Sarsgaard;Frank Langella;Susan Sarandon;0;0;2;6;89;2500000;4806423
2690;Paranormal Activity 4;2012;4.6;40;60818;R;https://imdb.com/title/tt2109184/;Horror;Mystery;Thriller;Stephen Dunham;Katie Featherston;Matt Shively;0;0;0;2;88;5000000;142802657
2691;The Man with the Iron Fists;2012;5.4;51;59652;R;https://imdb.com/title/tt1258972/;Action;;;Russell Crowe;Cung Le;Lucy Liu;0;0;0;4;95;15000000;20546518
2692;Silent Hill: Revelation;2012;5.0;16;59124;R;https://imdb.com/title/tt0938330/;Fantasy;Horror;;Adelaide Clemens;Kit Harington;Sean Bean;0;0;0;8;95;20000000;55362705
2693;Trouble with the Curve;2012;6.8;58;58665;PG-13;https://imdb.com/title/tt2083383/;Drama;Sport;;Clint Eastwood;Amy Adams;John Goodman;0;0;2;1;111;30000000;48963137
2694;Red Lights;2012;6.2;36;57342;R;https://imdb.com/title/tt1748179/;Drama;Fantasy;Horror;Sigourney Weaver;Robert De Niro;Cillian Murphy;0;0;0;2;114;14000000;14107313
2695;The Possession;2012;5.9;45;55656;PG-13;https://imdb.com/title/tt0431021/;Horror;Mystery;Thriller;Natasha Calis;Jeffrey Dean Morgan;Kyra Sedgwick;0;0;0;6;92;14000000;85446075
2696;V/H/S;2012;5.8;55;55560;R;https://imdb.com/title/tt2105044/;Horror;Sci-Fi;Thriller;Calvin Reeder;Lane Hughes;Adam Wingard;0;0;0;5;116;;1944287
2697;LOL;2012;4.4;;53011;PG-13;https://imdb.com/title/tt1592873/;Comedy;Drama;Romance;Miley Cyrus;Douglas Booth;Ashley Greene;0;0;0;1;97;11000000;10578643
2698;Step Up Revolution;2012;6.4;43;52907;PG-13;https://imdb.com/title/tt1800741/;Drama;Music;Romance;Kathryn McCormick;Ryan Guzman;Cleopatra Coleman;0;0;0;1;99;33000000;140470746
2699;Stand Up Guys;2012;6.5;41;52083;R;https://imdb.com/title/tt1389096/;Comedy;Crime;Thriller;Al Pacino;Christopher Walken;Alan Arkin;0;1;0;0;;15000000;5072654
2700;Batman: The Dark Knight Returns, Part 1;2012;8.0;;50587;PG-13;https://imdb.com/title/tt2313197/;Animation;Action;Adventure;Peter Weller;Ariel Winter;David Selby;0;0;0;5;76;3500000;
2701;Arbitrage;2012;6.6;73;48715;R;https://imdb.com/title/tt1764183/;Drama;Thriller;;Richard Gere;Susan Sarandon;Brit Marling;0;1;4;4;107;12000000;35485056
2702;Bullet to the Head;2012;5.7;48;46545;R;https://imdb.com/title/tt1308729/;Action;Crime;Thriller;Sylvester Stallone;Jason Momoa;Christian Slater;0;0;0;1;92;45000000;21947209
2703;Bachelorette;2012;5.3;53;44516;R;https://imdb.com/title/tt1920849/;Comedy;Romance;;Kirsten Dunst;Isla Fisher;Lizzy Caplan;0;0;1;2;87;3000000;12128575
2704;The Collection;2012;6.1;38;44361;R;https://imdb.com/title/tt1748227/;Action;Adventure;Crime;Josh Stewart;Emma Fitzpatrick;Christopher McDonald;0;0;0;0;82;7500000;9929706
2705;Kon-Tiki;2012;7.2;62;44295;PG-13;https://imdb.com/title/tt1613750/;Adventure;Biography;Drama;Pål Sverre Hagen;Anders Baasmo Christiansen;Gustaf Skarsgård;0;1;12;13;118;16600000;22842887
2706;The Odd Life of Timothy Green;2012;6.6;47;44251;PG;https://imdb.com/title/tt1462769/;Comedy;Drama;Family;Jennifer Garner;Joel Edgerton;CJ Adams;0;0;1;8;105;25000000;56012642
2707;The Imposter;2012;7.5;77;44107;R;https://imdb.com/title/tt1966604/;Documentary;Biography;Crime;Adam O'Brian;Nicholas Barclay;Carey Gibson;0;1;11;31;99;;3001877
2708;The Pirates! Band of Misfits;2012;6.7;73;43761;PG;https://imdb.com/title/tt1430626/;Animation;Adventure;Comedy;Hugh Grant;Salma Hayek;Jeremy Piven;0;1;;;88;55000000;123054041
2709;Cosmopolis;2012;5.1;58;43576;R;https://imdb.com/title/tt1480656/;Crime;Drama;Fantasy;Robert Pattinson;Juliette Binoche;Sarah Gadon;0;0;3;13;109;20500000;7029095
2710;A Royal Affair;2012;7.5;73;42928;R;https://imdb.com/title/tt1276419/;Biography;Drama;History;Alicia Vikander;Mads Mikkelsen;Mikkel Boe Følsgaard;0;1;21;36;137;;14758997
2711;Think Like a Man;2012;6.6;51;42779;PG-13;https://imdb.com/title/tt1621045/;Comedy;Romance;;Chris Brown;Gabrielle Union;Kevin Hart;0;0;4;13;;12000000;96070507
2712;Stolen;2012;5.5;43;42455;R;https://imdb.com/title/tt1656186/;Action;Crime;Thriller;Nicolas Cage;Malin Akerman;Josh Lucas;0;0;0;0;96;35000000;17415418
2713;Gone;2012;5.9;36;41265;PG-13;https://imdb.com/title/tt1838544/;Action;Adventure;Mystery;Amanda Seyfried;Jennifer Carpenter;Wes Bentley;0;0;0;0;94;;19767535
2714;People Like Us;2012;7.1;49;40787;PG-13;https://imdb.com/title/tt1716777/;Comedy;Drama;;Chris Pine;Elizabeth Banks;Michelle Pfeiffer;0;0;0;0;;16000000;12558931
2715;The Sessions;2012;7.2;79;40696;R;https://imdb.com/title/tt1866249/;Biography;Comedy;Drama;John Hawkes;Helen Hunt;William H. Macy;0;1;18;63;95;1000000;10656155
2716;Byzantium;2012;6.5;66;40091;R;https://imdb.com/title/tt1531901/;Drama;Fantasy;Horror;Saoirse Ronan;Gemma Arterton;Sam Riley;0;0;2;7;118;8000000;828284
2717;Hope Springs;2012;6.3;65;39867;PG-13;https://imdb.com/title/tt1535438/;Comedy;Drama;Romance;Meryl Streep;Tommy Lee Jones;Steve Carell;0;1;2;4;100;30000000;114281051
2718;One for the Money;2012;5.3;22;39816;PG-13;https://imdb.com/title/tt1598828/;Action;Comedy;Crime;Katherine Heigl;Jason O'Mara;Daniel Sunjata;0;0;1;1;91;40000000;38084162
