,movie,year,imdb_ratings,metascore,votes,category,mv_page,genres1,genres2,genres3,stars1,stars2,stars3,rank,nb_oscar,win,nom,runtime,budget,gross
0,Inception,2010,8.8,74        ,1975921,PG-13,https://imdb.com/title/tt1375666/,Action,Adventure,Sci-Fi,Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,13,4,152,217,148,160000000,829895144
1,Shutter Island,2010,8.1,63        ,1083622,R,https://imdb.com/title/tt1130884/,Mystery,Thriller,,Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,158,0,11,65,138,80000000,294804195
2,Iron Man 2,2010,7.0,57        ,700641,PG-13,https://imdb.com/title/tt1228705/,Action,Adventure,Sci-Fi,Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,0,1,7,43,124,200000000,623933331
3,Black Swan,2010,8.0,79        ,681347,R,https://imdb.com/title/tt0947798/,Drama,Thriller,,Natalie Portman,Mila Kunis,Vincent Cassel,0,1,97,277,108,13000000,329398046
4,How to Train Your Dragon,2010,8.1,75        ,646045,PG,https://imdb.com/title/tt0892769/,Animation,Action,Adventure,Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,197,2,25,60,98,165000000,494878759
5,The King's Speech,2010,8.0,88        ,623802,R,https://imdb.com/title/tt1504320/,Biography,Drama,History,Colin Firth,Geoffrey Rush,Helena Bonham Carter,0,4,106,204,118,15000000,427374317
6,The Social Network,2010,7.7,95        ,602758,PG-13,https://imdb.com/title/tt1285016/,Biography,Drama,,Jesse Eisenberg,Andrew Garfield,Justin Timberlake,0,3,171,183,120,40000000,224920315
7,Kick-Ass,2010,7.6,66        ,515259,R,https://imdb.com/title/tt1250777/,Action,Comedy,Crime,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,0,0,19,61,117,30000000,96188903
8,Despicable Me,2010,7.6,72        ,487822,PG,https://imdb.com/title/tt1323594/,Animation,Comedy,Family,Steve Carell,Jason Segel,Russell Brand,0,1,3,40,95,69000000,543113985
9,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65        ,457952,PG-13,https://imdb.com/title/tt0926084/,Adventure,Family,Fantasy,Daniel Radcliffe,Emma Watson,Rupert Grint,0,2,15,53,146,150000000,988649305
10,Tangled,2010,7.7,71        ,392467,PG,https://imdb.com/title/tt0398286/,Animation,Adventure,Comedy,Mandy Moore,Zachary Levi,Donna Murphy,0,1,10,40,100,260000000,592461732
11,Alice in Wonderland,2010,6.4,53        ,374321,PG,https://imdb.com/title/tt1014759/,Adventure,Family,Fantasy,Mia Wasikowska,Johnny Depp,Helena Bonham Carter,0,2,33,63,108,200000000,1025467110
12,Scott Pilgrim vs. the World,2010,7.5,69        ,363055,PG-13,https://imdb.com/title/tt0446029/,Action,Comedy,Fantasy,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,0,0,17,64,112,60000000,47664559
13,Easy A,2010,7.1,72        ,347541,PG-13,https://imdb.com/title/tt1282140/,Comedy,Drama,Romance,Emma Stone,Amanda Bynes,Penn Badgley,0,1,9,20,92,8000000,75026216
14,The Town,2010,7.5,74        ,340142,R,https://imdb.com/title/tt0840361/,Crime,Drama,Thriller,Ben Affleck,Rebecca Hall,Jon Hamm,0,1,9,45,125,37000000,154026136
15,127 Hours,2010,7.6,82        ,339813,R,https://imdb.com/title/tt1542344/,Biography,Drama,,James Franco,Amber Tamblyn,Kate Mara,0,6,23,144,94,18000000,60738797
16,The Fighter,2010,7.8,79        ,331545,R,https://imdb.com/title/tt0964517/,Biography,Drama,Sport,Mark Wahlberg,Christian Bale,Amy Adams,0,2,72,123,116,25000000,129190869
17,The Expendables,2010,6.5,45        ,319344,R,https://imdb.com/title/tt1320253/,Action,Adventure,Thriller,Sylvester Stallone,Jason Statham,Jet Li,0,0,3,5,103,80000000,274470394
18,Due Date,2010,6.5,51        ,316550,R,https://imdb.com/title/tt1231583/,Comedy,Drama,,Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan,0,0,0,7,95,65000000,211780824
19,TRON: Legacy,2010,6.8,49        ,307286,PG,https://imdb.com/title/tt1104001/,Action,Adventure,Sci-Fi,Jeff Bridges,Garrett Hedlund,Olivia Wilde,0,1,10,49,125,170000000,400062763
20,True Grit,2010,7.6,80        ,301647,PG-13,https://imdb.com/title/tt1403865/,Drama,Western,,Jeff Bridges,Matt Damon,Hailee Steinfeld,0,10,37,159,110,38000000,252276927
21,Salt,2010,6.4,65        ,289368,PG-13,https://imdb.com/title/tt0944835/,Action,Mystery,Thriller,Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,0,1,4,15,100,110000000,293503354
22,The Book of Eli,2010,6.9,53        ,286161,R,https://imdb.com/title/tt1037705/,Action,Adventure,Drama,Denzel Washington,Mila Kunis,Ray Stevenson,0,0,3,16,118,80000000,157107755
23,RED,2010,7.0,60        ,282022,PG-13,https://imdb.com/title/tt1245526/,Action,Comedy,Crime,Bruce Willis,Helen Mirren,Morgan Freeman,0,1,4,18,111,58000000,199006387
24,Insidious,2010,6.8,52        ,269307,PG-13,https://imdb.com/title/tt1591095/,Horror,Mystery,Thriller,Patrick Wilson,Rose Byrne,Ty Simpkins,0,0,8,15,103,1500000,99557032
25,Prince of Persia: The Sands of Time,2010,6.6,50        ,266218,PG-13,https://imdb.com/title/tt0473075/,Action,Adventure,Fantasy,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,0,0,1,11,116,200000000,336365676
26,Clash of the Titans,2010,5.8,39        ,265572,PG-13,https://imdb.com/title/tt0800320/,Action,Adventure,Fantasy,Sam Worthington,Liam Neeson,Ralph Fiennes,0,0,4,14,106,125000000,493214993
27,Robin Hood,2010,6.6,53        ,248120,PG-13,https://imdb.com/title/tt0955308/,Action,Adventure,Drama,Russell Crowe,Cate Blanchett,Matthew Macfadyen,0,0,1,14,140,200000000,321669741
28,The A-Team,2010,6.7,47        ,242122,PG-13,https://imdb.com/title/tt0429493/,Action,Adventure,Thriller,Liam Neeson,Bradley Cooper,Sharlto Copley,0,0,2,4,117,110000000,177238796
29,The Other Guys,2010,6.6,64        ,235734,PG-13,https://imdb.com/title/tt1386588/,Action,Comedy,Crime,Will Ferrell,Mark Wahlberg,Derek Jeter,0,0,3,15,107,100000000,170458922
30,Grown Ups,2010,5.9,30        ,222234,PG-13,https://imdb.com/title/tt1375670/,Comedy,,,Adam Sandler,Salma Hayek,Kevin James,0,0,3,4,102,80000000,271430189
31,The Twilight Saga: Eclipse,2010,5.0,58        ,221171,PG-13,https://imdb.com/title/tt1325004/,Adventure,Drama,Fantasy,Kristen Stewart,Robert Pattinson,Taylor Lautner,0,0,22,34,124,68000000,698491347
32,Megamind,2010,7.2,63        ,220693,PG,https://imdb.com/title/tt1001526/,Animation,Action,Comedy,Will Ferrell,Jonah Hill,Brad Pitt,0,0,2,16,95,130000000,321885765
33,The Tourist,2010,6.0,37        ,218109,PG-13,https://imdb.com/title/tt1243957/,Action,Adventure,Crime,Johnny Depp,Angelina Jolie,Paul Bettany,0,3,4,1,103,100000000,278780441
34,Predators,2010,6.4,51        ,207544,R,https://imdb.com/title/tt1424381/,Action,Adventure,Sci-Fi,Adrien Brody,Laurence Fishburne,Topher Grace,0,0,2,4,107,40000000,127233108
35,Machete,2010,6.6,60        ,187629,R,https://imdb.com/title/tt0985694/,Action,Crime,Thriller,Danny Trejo,Michelle Rodriguez,Robert De Niro,0,0,2,6,105,10500000,45491656
36,Unstoppable,2010,6.8,69        ,180468,PG-13,https://imdb.com/title/tt0477080/,Action,Thriller,,Denzel Washington,Chris Pine,Rosario Dawson,0,1,1,13,98,100000000,167805466
37,Blue Valentine,2010,7.4,81        ,179289,R,https://imdb.com/title/tt1120985/,Drama,Romance,,Ryan Gosling,Michelle Williams,John Doman,0,1,9,54,112,1000000,15440333
38,Shrek Forever After,2010,6.3,58        ,178709,PG,https://imdb.com/title/tt0892791/,Animation,Adventure,Comedy,Mike Myers,Cameron Diaz,Eddie Murphy,0,0,1,13,93,165000000,752600867
39,The Next Three Days,2010,7.4,52        ,177386,PG-13,https://imdb.com/title/tt1458175/,Action,Crime,Drama,Russell Crowe,Elizabeth Banks,Liam Neeson,0,0,0,3,133,30000000,67448651
40,Knight and Day,2010,6.3,46        ,176117,PG-13,https://imdb.com/title/tt1013743/,Action,Adventure,Comedy,Tom Cruise,Cameron Diaz,Peter Sarsgaard,0,0,0,3,109,117000000,261989769
41,Love & Other Drugs,2010,6.7,55        ,175666,R,https://imdb.com/title/tt0758752/,Comedy,Drama,Romance,Jake Gyllenhaal,Anne Hathaway,Judy Greer,0,2,1,3,112,30000000,102820008
42,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47        ,172727,PG,https://imdb.com/title/tt0814255/,Adventure,Family,Fantasy,Logan Lerman,Kevin McKidd,Steve Coogan,0,0,0,11,118,95000000,226497209
43,Get Him to the Greek,2010,6.4,65        ,166972,R,https://imdb.com/title/tt1226229/,Comedy,Music,,Jonah Hill,Russell Brand,Elisabeth Moss,0,0,0,14,109,40000000,91720255
44,Tucker and Dale vs Evil,2010,7.5,65        ,161060,R,https://imdb.com/title/tt1465522/,Comedy,Horror,,Tyler Labine,Alan Tudyk,Katrina Bowden,0,0,10,14,89,,5224938
45,Hot Tub Time Machine,2010,6.4,63        ,159010,R,https://imdb.com/title/tt1231587/,Comedy,Sci-Fi,,John Cusack,Rob Corddry,Craig Robinson,0,0,0,5,101,36000000,64780213
46,Resident Evil: Afterlife,2010,5.8,37        ,158987,R,https://imdb.com/title/tt1220634/,Action,Adventure,Horror,Milla Jovovich,Ali Larter,Wentworth Miller,0,0,2,8,96,60000000,300228084
47,The Karate Kid,2010,6.2,61        ,155867,PG,https://imdb.com/title/tt1155076/,Action,Drama,Family,Jackie Chan,Jaden Smith,Taraji P. Henson,0,0,5,12,140,40000000,359126022
48,The Ghost Writer,2010,7.2,77        ,153443,PG-13,https://imdb.com/title/tt1139328/,Drama,Mystery,Thriller,Ewan McGregor,Pierce Brosnan,Olivia Williams,0,0,33,55,128,45000000,60331447
49,The Sorcerer's Apprentice,2010,6.1,46        ,149921,PG,https://imdb.com/title/tt0963966/,Action,Adventure,Family,Nicolas Cage,Jay Baruchel,Alfred Molina,0,0,1,1,109,150000000,215283742
50,Date Night,2010,6.3,56        ,149554,PG-13,https://imdb.com/title/tt1279935/,Comedy,Crime,Romance,Steve Carell,Tina Fey,Mark Wahlberg,0,0,4,8,88,55000000,152263880
51,The Last Airbender,2010,4.1,20        ,146400,PG,https://imdb.com/title/tt0938283/,Action,Adventure,Family,Noah Ringer,Nicola Peltz,Jackson Rathbone,0,0,8,12,103,150000000,319713881
52,Buried,2010,7.0,65        ,146013,R,https://imdb.com/title/tt1462758/,Drama,Mystery,Thriller,Ryan Reynolds,José Luis García Pérez,Robert Paterson,0,0,16,32,95,3000000,19439764
53,Incendies,2010,8.3,80        ,139594,R,https://imdb.com/title/tt1255953/,Drama,Mystery,War,Lubna Azabal,Mélissa Désormeaux-Poulin,Maxim Gaudette,118,1,39,15,131,6800000,7099598
54,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,53        ,137253,PG,https://imdb.com/title/tt0980970/,Adventure,Family,Fantasy,Ben Barnes,Skandar Keynes,Georgie Henley,0,1,2,17,113,155000000,415686217
55,Dear John,2010,6.3,43        ,135224,PG-13,https://imdb.com/title/tt0989757/,Drama,Romance,War,Channing Tatum,Amanda Seyfried,Richard Jenkins,0,0,4,8,108,25000000,114984666
56,Never Let Me Go,2010,7.1,69        ,134720,R,https://imdb.com/title/tt1334260/,Drama,Romance,Sci-Fi,Keira Knightley,Carey Mulligan,Andrew Garfield,0,0,8,27,103,15000000,9918093
57,Remember Me,2010,7.1,40        ,134430,PG-13,https://imdb.com/title/tt1403981/,Drama,Romance,,Robert Pattinson,Emilie de Ravin,Caitlyn Rund,0,0,4,5,113,16000000,56032889
58,Winter's Bone,2010,7.2,90        ,132718,R,https://imdb.com/title/tt1399683/,Drama,Mystery,,Jennifer Lawrence,John Hawkes,Garret Dillahunt,0,4,63,126,100,2000000,13796834
59,It's Kind of a Funny Story,2010,7.1,63        ,130959,PG-13,https://imdb.com/title/tt0804497/,Comedy,Drama,Romance,Keir Gilchrist,Zach Galifianakis,Emma Roberts,0,0,0,2,101,8000000,6491240
60,Green Zone,2010,6.8,63        ,126718,R,https://imdb.com/title/tt0947810/,Action,Drama,Thriller,Matt Damon,Jason Isaacs,Greg Kinnear,0,0,0,6,115,100000000,154711438
61,Devil,2010,6.2,44        ,126641,PG-13,https://imdb.com/title/tt1314655/,Horror,Mystery,Thriller,Chris Messina,Caroline Dhavernas,Bokeem Woodbine,0,0,0,2,80,10000000,62695489
62,The Kids Are All Right,2010,7.0,86        ,123776,R,https://imdb.com/title/tt0842926/,Comedy,Drama,Romance,Annette Bening,Julianne Moore,Mark Ruffalo,0,4,29,129,106,4000000,34758951
63,She's Out of My League,2010,6.4,46        ,123550,R,https://imdb.com/title/tt0815236/,Comedy,Romance,,Jay Baruchel,Alice Eve,T.J. Miller,0,0,0,1,104,20000000,49779728
64,Life as We Know It,2010,6.5,39        ,119300,PG-13,https://imdb.com/title/tt1055292/,Comedy,Drama,Romance,Katherine Heigl,Josh Duhamel,Josh Lucas,0,0,0,2,,38000000,105734416
65,The Bounty Hunter,2010,5.6,22        ,118678,PG-13,https://imdb.com/title/tt1038919/,Action,Comedy,Romance,Jennifer Aniston,Gerard Butler,Gio Perez,0,0,4,5,110,40000000,136333522
66,Valentine's Day,2010,5.7,34        ,111554,PG-13,https://imdb.com/title/tt0817230/,Comedy,Romance,,Julia Roberts,Jamie Foxx,Anne Hathaway,0,0,7,12,125,52000000,216485654
67,Let Me In,2010,7.1,79        ,111224,R,https://imdb.com/title/tt1228987/,Drama,Fantasy,Horror,Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins,0,0,14,28,116,20000000,27093592
68,From Paris with Love,2010,6.5,42        ,110453,R,https://imdb.com/title/tt1179034/,Action,Crime,Thriller,John Travolta,Jonathan Rhys Meyers,Kasia Smutniak,0,0,0,0,92,52000000,52844496
69,The Crazies,2010,6.5,56        ,109168,R,https://imdb.com/title/tt0455407/,Horror,Thriller,,Radha Mitchell,Timothy Olyphant,Danielle Panabaker,0,0,0,11,101,20000000,54806823
70,The Way Back,2010,7.3,66        ,107226,PG-13,https://imdb.com/title/tt1023114/,Adventure,Drama,History,Jim Sturgess,Ed Harris,Colin Farrell,0,1,4,4,133,30000000,24172201
71,Little Fockers,2010,5.5,27        ,103912,PG-13,https://imdb.com/title/tt0970866/,Comedy,Romance,,Ben Stiller,Teri Polo,Robert De Niro,0,0,3,5,98,100000000,310650585
72,The Wolfman,2010,5.8,43        ,101166,R,https://imdb.com/title/tt0780653/,Drama,Fantasy,Horror,Benicio Del Toro,Anthony Hopkins,Emily Blunt,0,1,3,8,103,150000000,139789765
73,Repo Men,2010,6.3,32        ,98985,R,https://imdb.com/title/tt1053424/,Action,Sci-Fi,Thriller,Jude Law,Forest Whitaker,Alice Braga,0,0,0,2,111,32000000,18409891
74,Faster,2010,6.4,44        ,97842,R,https://imdb.com/title/tt1433108/,Action,Crime,Drama,Dwayne Johnson,Billy Bob Thornton,Maggie Grace,0,0,0,5,98,24000000,35626958
75,Legion,2010,5.2,32        ,97129,R,https://imdb.com/title/tt1038686/,Action,Fantasy,Horror,Paul Bettany,Dennis Quaid,Charles S. Dutton,0,0,0,0,100,26000000,67918658
76,Dinner for Schmucks,2010,5.9,56        ,96955,PG-13,https://imdb.com/title/tt0427152/,Comedy,,,Steve Carell,Paul Rudd,Stephanie Szostak,0,0,0,1,114,69000000,86855739
77,Paranormal Activity 2,2010,5.6,53        ,96598,R,https://imdb.com/title/tt1536044/,Horror,,,Katie Featherston,Micah Sloat,Molly Ephraim,0,0,1,2,91,3000000,177512032
78,Wall Street: Money Never Sleeps,2010,6.2,59        ,96402,PG-13,https://imdb.com/title/tt1027718/,Drama,,,Shia LaBeouf,Michael Douglas,Carey Mulligan,0,1,1,3,133,70000000,134748021
79,My Name Is Khan,2010,8.0,50        ,95680,PG-13,https://imdb.com/title/tt1188996/,Drama,,,Shah Rukh Khan,Kajol,Sheetal Menon,125,0,23,26,165,12000000,42345360
80,The Switch,2010,6.1,52        ,94662,PG-13,https://imdb.com/title/tt0889573/,Comedy,Drama,Romance,Jennifer Aniston,Jason Bateman,Patrick Wilson,0,0,1,3,101,19000000,49843011
81,Ip Man 2,2010,7.5,67        ,94224,R,https://imdb.com/title/tt1386932/,Action,Biography,Drama,Donnie Yen,Xiaoming Huang,Sammo Kam-Bo Hung,0,0,6,10,108,,15089448
82,Leap Year,2010,6.5,33        ,91404,PG,https://imdb.com/title/tt1216492/,Comedy,Romance,,Amy Adams,Matthew Goode,Adam Scott,0,0,0,0,100,19000000,32686500
83,A Nightmare on Elm Street,2010,5.2,35        ,90163,R,https://imdb.com/title/tt1179056/,Crime,Drama,Horror,Jackie Earle Haley,Rooney Mara,Kyle Gallner,0,0,2,11,95,35000000,115694863
84,The American,2010,6.3,61        ,90046,R,https://imdb.com/title/tt1440728/,Crime,Drama,Thriller,George Clooney,Paolo Bonacelli,Violante Placido,0,0,0,4,105,20000000,67876281
85,Letters to Juliet,2010,6.5,50        ,89848,PG,https://imdb.com/title/tt0892318/,Adventure,Comedy,Drama,Amanda Seyfried,Gael García Bernal,Vanessa Redgrave,0,0,0,6,105,30000000,79628830
86,Hereafter,2010,6.4,56        ,89218,PG-13,https://imdb.com/title/tt1212419/,Drama,Fantasy,Romance,Matt Damon,Cécile de France,Bryce Dallas Howard,0,1,4,14,129,50000000,106956330
87,The Losers,2010,6.3,44        ,89028,PG-13,https://imdb.com/title/tt0480255/,Action,Adventure,Crime,Idris Elba,Zoe Saldana,Jeffrey Dean Morgan,0,0,1,7,97,25000000,29397654
88,Edge of Darkness,2010,6.6,55        ,88134,R,https://imdb.com/title/tt1226273/,Crime,Drama,Mystery,Mel Gibson,Ray Winstone,Danny Huston,0,0,0,1,117,80000000,81126522
89,Saw: The Final Chapter,2010,5.6,24        ,87969,R,https://imdb.com/title/tt1477076/,Fantasy,Horror,Mystery,Tobin Bell,Costas Mandylor,Betsy Russell,0,0,0,3,90,20000000,136150434
90,Monsters,2010,6.4,63        ,86384,R,https://imdb.com/title/tt1470827/,Adventure,Drama,Romance,Scoot McNairy,Whitney Able,Mario Zuniga Benavides,0,1,13,13,94,500000,5060438
91,Beginners,2010,7.2,81        ,86295,R,https://imdb.com/title/tt1532503/,Comedy,Drama,Romance,Ewan McGregor,Christopher Plummer,Mélanie Laurent,0,1,35,30,105,3200000,14311701
92,Killers,2010,5.4,21        ,85438,PG-13,https://imdb.com/title/tt1103153/,Action,Comedy,Romance,Katherine Heigl,Ashton Kutcher,Tom Selleck,0,0,2,3,100,75000000,98159963
93,Skyline,2010,4.4,26        ,85411,PG-13,https://imdb.com/title/tt1564585/,Action,Sci-Fi,Thriller,Eric Balfour,Donald Faison,Scottie Thompson,0,0,0,1,92,10000000,66984887
94,Eat Pray Love,2010,5.8,50        ,84914,PG-13,https://imdb.com/title/tt0879870/,Biography,Drama,Romance,Julia Roberts,Javier Bardem,Richard Jenkins,0,0,2,2,133,60000000,204594016
95,Piranha 3D,2010,5.4,53        ,84414,R,https://imdb.com/title/tt0464154/,Comedy,Horror,,Elisabeth Shue,Jerry O'Connell,Richard Dreyfuss,0,0,2,12,88,24000000,83188165
96,Cop Out,2010,5.6,31        ,84234,R,https://imdb.com/title/tt1385867/,Action,Comedy,Crime,Bruce Willis,Tracy Morgan,Juan Carlos Hernández,0,0,0,1,107,30000000,55611001
97,Biutiful,2010,7.5,58        ,84082,R,https://imdb.com/title/tt1164999/,Drama,Romance,,Javier Bardem,Maricel Álvarez,Hanaa Bouchaib,0,2,21,61,148,,25147786
98,Submarine,2010,7.3,76        ,83470,R,https://imdb.com/title/tt1440292/,Comedy,Drama,Romance,Craig Roberts,Sally Hawkins,Paddy Considine,0,1,6,16,97,,3875173
99,Unthinkable,2010,7.1,,82586,R,https://imdb.com/title/tt0914863/,Crime,Drama,Thriller,Samuel L. Jackson,Carrie-Anne Moss,Michael Sheen,0,0,0,0,97,15000000,1669947
100,The Last Song,2010,6.0,33        ,79059,PG,https://imdb.com/title/tt1294226/,Drama,Music,Romance,Miley Cyrus,Liam Hemsworth,Greg Kinnear,0,0,4,10,108,20000000,89137047
101,Flipped,2010,7.7,45        ,78932,PG,https://imdb.com/title/tt0817177/,Comedy,Drama,Romance,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,0,0,2,2,,14000000,4225921
102,Centurion,2010,6.4,62        ,76471,R,https://imdb.com/title/tt1020558/,Action,Drama,History,Michael Fassbender,Dominic West,Olga Kurylenko,0,0,0,1,97,12000000,6890432
103,Legend of the Guardians: The Owls of Ga'Hoole,2010,6.9,53        ,76381,PG,https://imdb.com/title/tt1219342/,Animation,Action,Adventure,Jim Sturgess,Hugo Weaving,David Wenham,0,0,4,23,97,80000000,140073390
104,Burlesque,2010,6.4,47        ,75935,PG-13,https://imdb.com/title/tt1126591/,Drama,Music,Musical,Cher,Christina Aguilera,Alan Cumming,0,1,5,19,119,55000000,89519773
105,I Spit on Your Grave,2010,6.3,27        ,73452,R,https://imdb.com/title/tt1242432/,Horror,Thriller,,Sarah Butler,Jeff Branson,Andrew Howard,0,0,0,2,108,2000000,1278650
106,Super,2010,6.7,50        ,73412,R,https://imdb.com/title/tt1512235/,Action,Comedy,Drama,Rainn Wilson,Ellen Page,Liv Tyler,0,0,0,1,96,2500000,422618
107,Sex and the City 2,2010,4.5,27        ,72386,R,https://imdb.com/title/tt1261945/,Comedy,Drama,Romance,Sarah Jessica Parker,Kim Cattrall,Kristin Davis,0,0,8,9,146,100000000,290745055
108,Morning Glory,2010,6.5,57        ,71042,PG-13,https://imdb.com/title/tt1126618/,Comedy,Drama,Romance,Rachel McAdams,Harrison Ford,Diane Keaton,0,0,1,3,,40000000,60040976
109,Four Lions,2010,7.3,68        ,69789,R,https://imdb.com/title/tt1341167/,Comedy,Crime,Drama,Will Adamsdale,Riz Ahmed,Adeel Akhtar,0,1,8,24,97,,6149356
110,Inside Job,2010,8.2,88        ,67854,PG-13,https://imdb.com/title/tt1645089/,Documentary,Crime,,Matt Damon,Gylfi Zoega,Andri Snær Magnason,0,1,7,27,109,2000000,7871522
111,Trollhunter,2010,7.0,61        ,66713,PG-13,https://imdb.com/title/tt1740707/,Drama,Fantasy,Horror,Otto Jespersen,Robert Stoltenberg,Knut Nærum,0,0,12,13,103,19900000,5341098
112,Frozen,2010,6.1,43        ,65781,R,https://imdb.com/title/tt1323045/,Adventure,Drama,Thriller,Shawn Ashmore,Emma Bell,Kevin Zegers,0,0,2,5,93,,3843774
113,Gulliver's Travels,2010,4.9,33        ,64266,PG,https://imdb.com/title/tt1320261/,Adventure,Comedy,Family,Jack Black,Emily Blunt,Jason Segel,0,0,0,3,85,112000000,237382724
114,The Debt,2010,6.8,65        ,63006,R,https://imdb.com/title/tt1226753/,Drama,Thriller,,Helen Mirren,Sam Worthington,Tom Wilkinson,0,0,13,5,113,20000000,45636368
115,Senna,2010,8.5,79        ,61485,PG-13,https://imdb.com/title/tt1424432/,Documentary,Biography,Sport,Ayrton Senna,Reginaldo Leme,John Bisignano,0,2,18,19,106,,10197661
116,Exit Through the Gift Shop,2010,8.0,85        ,61135,R,https://imdb.com/title/tt1587707/,Documentary,Comedy,Crime,Banksy,Mr. Brainwash,Space Invader,0,1,24,29,87,,5386242
117,13 Assassins,2010,7.6,84        ,60360,R,https://imdb.com/title/tt1436045/,Action,Adventure,Drama,Kôji Yakusho,Takayuki Yamada,Yûsuke Iseya,0,0,15,28,141,6000000,18689058
118,The Man from Nowhere,2010,7.8,,60050,R,https://imdb.com/title/tt1527788/,Action,Drama,Thriller,Won Bin,Sae-ron Kim,Tae-hoon Kim,0,0,16,17,119,,44723232
119,When in Rome,2010,5.6,25        ,59160,PG-13,https://imdb.com/title/tt1185416/,Comedy,Romance,,Kristen Bell,Josh Duhamel,Anjelica Huston,0,0,0,3,91,55000000,43053376
120,Charlie St. Cloud,2010,6.4,37        ,57361,PG-13,https://imdb.com/title/tt1438254/,Drama,Fantasy,Romance,Zac Efron,Kim Basinger,Charlie Tahan,0,0,0,4,,44000000,48190704
121,Takers,2010,6.2,45        ,56429,PG-13,https://imdb.com/title/tt1135084/,Action,Crime,Thriller,Chris Brown,Hayden Christensen,Matt Dillon,0,0,2,6,107,32000000,80205382
122,Going the Distance,2010,6.3,51        ,55983,R,https://imdb.com/title/tt1322312/,Comedy,Romance,,Drew Barrymore,Justin Long,Ron Livingston,0,0,0,0,,32000000,42059111
123,Jackass 3D,2010,7.0,56        ,55525,R,https://imdb.com/title/tt1116184/,Documentary,Action,Comedy,Johnny Knoxville,Steve-O,Bam Margera,0,0,1,4,95,20000000,171685792
124,Step Up 3D,2010,6.2,45        ,54820,PG-13,https://imdb.com/title/tt1193631/,Drama,Music,Romance,Sharni Vinson,Rick Malambri,Adam Sevani,0,0,0,2,107,30000000,159291809
125,Jonah Hex,2010,4.7,33        ,54200,PG-13,https://imdb.com/title/tt1075747/,Action,Drama,Fantasy,Josh Brolin,Megan Fox,John Malkovich,0,0,1,4,81,47000000,10903312
126,Animal Kingdom,2010,7.3,83        ,53599,R,https://imdb.com/title/tt1313092/,Crime,Drama,,James Frecheville,Guy Pearce,Joel Edgerton,0,1,39,59,113,5000000,7209912
127,Batman: Under the Red Hood,2010,8.1,,52531,PG-13,https://imdb.com/title/tt1569923/,Animation,Action,Crime,Bruce Greenwood,Jensen Ackles,John DiMaggio,0,0,0,1,75,,
128,All Good Things,2010,6.3,57        ,51617,R,https://imdb.com/title/tt1175709/,Crime,Drama,Mystery,Ryan Gosling,Kirsten Dunst,Frank Langella,0,0,0,1,101,,1754389
129,The Experiment,2010,6.4,,50626,R,https://imdb.com/title/tt0997152/,Drama,Thriller,,Adrien Brody,Cam Gigandet,Forest Whitaker,0,0,0,0,96,21800000,716580
130,Hesher,2010,7.0,45        ,49877,R,https://imdb.com/title/tt1403177/,Comedy,Crime,Drama,Joseph Gordon-Levitt,Devin Brochu,Natalie Portman,0,0,1,1,106,7000000,449702
131,You Again,2010,5.8,28        ,48422,PG,https://imdb.com/title/tt1414382/,Comedy,Romance,,Kristen Bell,Odette Annable,Sigourney Weaver,0,0,0,2,,20000000,32054369
132,The Back-up Plan,2010,5.4,34        ,47608,PG-13,https://imdb.com/title/tt1212436/,Comedy,Romance,,Jennifer Lopez,Alex O'Loughlin,Michaela Watkins,0,0,0,2,104,35000000,77477008
133,The Last Exorcism,2010,5.6,63        ,47238,PG-13,https://imdb.com/title/tt1320244/,Horror,Mystery,Thriller,Patrick Fabian,Ashley Bell,Iris Bahr,0,0,7,10,87,1800000,69432527
134,Everything Must Go,2010,6.4,65        ,46994,R,https://imdb.com/title/tt1531663/,Drama,,,Will Ferrell,Rebecca Hall,Christopher Jordan Wallace,0,0,0,1,97,5000000,2820490
135,Rabbit Hole,2010,7.0,76        ,46513,PG-13,https://imdb.com/title/tt0935075/,Drama,,,Nicole Kidman,Aaron Eckhart,Dianne Wiest,0,1,7,41,91,5000000,5144717
136,Last Night,2010,6.6,50        ,46087,R,https://imdb.com/title/tt1294688/,Drama,Romance,,Keira Knightley,Sam Worthington,Eva Mendes,0,0,0,4,93,,11042068
137,Don't Be Afraid of the Dark,2010,5.6,56        ,46045,R,https://imdb.com/title/tt1270761/,Fantasy,Horror,Thriller,Katie Holmes,Guy Pearce,Bailee Madison,0,0,0,4,99,25000000,38269529
