,movie,year,imdb_ratings,metascore,votes,category,mv_page,genres1,genres2,genres3,stars1,stars2,stars3,rank,nb_oscar,win,nom,runtime,budget,gross
36,In the Mood for Love,2000,8.1,85        ,117161,PG,https://imdb.com/title/tt0118694/,Drama,Romance,,Tony Chiu-Wai Leung,Maggie Cheung,Ping Lam Siu,236,1,45,50,98,,12854953
37,Shanghai Noon,2000,6.6,77        ,116748,PG-13,https://imdb.com/title/tt0184894/,Action,Adventure,Comedy,Jackie Chan,Owen Wilson,Lucy Liu,0,0,1,7,110,55000000,99274467
38,What Lies Beneath,2000,6.6,51        ,115192,PG-13,https://imdb.com/title/tt0161081/,Drama,Fantasy,Horror,Harrison Ford,Michelle Pfeiffer,Katharine Towne,0,0,7,6,130,100000000,291420351
39,The 6th Day,2000,5.9,49        ,114355,PG-13,https://imdb.com/title/tt0216216/,Action,Mystery,Sci-Fi,Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn,0,0,0,8,123,82000000,96085477
40,Pay It Forward,2000,7.2,40        ,110732,PG-13,https://imdb.com/title/tt0223897/,Drama,,,Kevin Spacey,Haley Joel Osment,Helen Hunt,0,0,1,4,123,40000000,55707411
41,The Whole Nine Yards,2000,6.7,47        ,107721,R,https://imdb.com/title/tt0190138/,Comedy,Crime,,Bruce Willis,Matthew Perry,Rosanna Arquette,0,0,0,6,98,41300000,106371651
42,Men of Honor,2000,7.2,56        ,104759,R,https://imdb.com/title/tt0203019/,Biography,Drama,,Cuba Gooding Jr.,Robert De Niro,Charlize Theron,0,0,0,11,129,32000000,82343495
43,Coyote Ugly,2000,5.7,27        ,104549,PG-13,https://imdb.com/title/tt0200550/,Comedy,Drama,Music,Piper Perabo,Adam Garcia,John Goodman,0,0,4,8,100,45000000,113916474
44,The Family Man,2000,6.8,42        ,100673,PG-13,https://imdb.com/title/tt0218967/,Comedy,Drama,Fantasy,Nicolas Cage,Téa Leoni,Don Cheadle,0,0,4,6,125,60000000,124745083
45,Dancer in the Dark,2000,8.0,61        ,99206,R,https://imdb.com/title/tt0168629/,Crime,Drama,Musical,Björk,Catherine Deneuve,David Morse,0,1,35,47,140,12800000,40031879
46,Frequency,2000,7.3,67        ,98697,PG-13,https://imdb.com/title/tt0186151/,Crime,Drama,Mystery,Dennis Quaid,Jim Caviezel,Shawn Doyle,0,1,2,7,118,31000000,68106245
47,Little Nicky,2000,5.3,38        ,95680,PG-13,https://imdb.com/title/tt0185431/,Comedy,Fantasy,,Adam Sandler,Patricia Arquette,Harvey Keitel,0,0,1,12,90,85000000,58292295
48,Bedazzled,2000,6.0,49        ,94590,PG-13,https://imdb.com/title/tt0230030/,Comedy,Fantasy,,Brendan Fraser,Elizabeth Hurley,Frances O'Connor,0,0,1,3,93,48000000,90383208
49,The Cell,2000,6.3,40        ,93225,R,https://imdb.com/title/tt0209958/,Horror,Sci-Fi,Thriller,Jennifer Lopez,Vince Vaughn,Vincent D'Onofrio,0,1,9,26,107,33000000,104155843
50,Malena,2000,7.5,54        ,86502,R,https://imdb.com/title/tt0213847/,Comedy,Drama,Romance,Monica Bellucci,Giuseppe Sulfaro,Luciano Federico,0,2,7,20,108,,14493284
51,Bring It On,2000,6.0,52        ,84799,PG-13,https://imdb.com/title/tt0204946/,Comedy,Romance,Sport,Kirsten Dunst,Eliza Dushku,Jesse Bradford,0,0,2,7,98,11000000,90449929
52,The Road to El Dorado,2000,6.9,51        ,81231,PG,https://imdb.com/title/tt0138749/,Animation,Adventure,Comedy,Kevin Kline,Kenneth Branagh,Rosie Perez,0,0,1,12,89,95000000,76432727
53,Finding Forrester,2000,7.3,62        ,81113,PG-13,https://imdb.com/title/tt0181536/,Drama,,,Sean Connery,Rob Brown,F. Murray Abraham,0,0,5,13,136,43000000,80049764
54,Big Momma's House,2000,5.2,33        ,79343,PG-13,https://imdb.com/title/tt0208003/,Action,Comedy,Crime,Martin Lawrence,Nia Long,Paul Giamatti,0,0,1,9,99,30000000,173959438
55,U-571,2000,6.6,62        ,75003,PG-13,https://imdb.com/title/tt0141926/,Action,War,,Matthew McConaughey,Bill Paxton,Harvey Keitel,0,1,3,10,116,62000000,127666415
56,Battlefield Earth,2000,2.5,9        ,74840,PG-13,https://imdb.com/title/tt0185183/,Action,Adventure,Sci-Fi,John Travolta,Forest Whitaker,Barry Pepper,16,0,19,3,118,73000000,29725663
57,Shaft,2000,5.9,50        ,72084,R,https://imdb.com/title/tt0162650/,Action,Crime,Thriller,Samuel L. Jackson,Vanessa Williams,Christian Bale,0,0,1,13,99,46000000,107626125
58,Space Cowboys,2000,6.4,73        ,71845,PG-13,https://imdb.com/title/tt0186566/,Action,Adventure,Thriller,Clint Eastwood,Tommy Lee Jones,Donald Sutherland,0,1,4,8,130,65000000,128884132
59,Mission to Mars,2000,5.7,34        ,69106,PG,https://imdb.com/title/tt0183523/,Adventure,Sci-Fi,Thriller,Tim Robbins,Gary Sinise,Don Cheadle,0,0,0,2,114,100000000,110983407
60,Romeo Must Die,2000,6.1,52        ,65573,R,https://imdb.com/title/tt0165929/,Action,Crime,Thriller,Jet Li,Aaliyah,Isaiah Washington,0,0,2,7,115,25000000,91036760
61,The Gift,2000,6.6,62        ,61918,R,https://imdb.com/title/tt0219699/,Drama,Fantasy,Horror,Cate Blanchett,Katie Holmes,Keanu Reeves,0,0,0,10,112,10000000,44567606
62,Wonder Boys,2000,7.3,73        ,60253,R,https://imdb.com/title/tt0185014/,Comedy,Drama,,Michael Douglas,Tobey Maguire,Frances McDormand,0,1,20,46,107,55000000,33426588
63,Titan A.E.,2000,6.6,48        ,57809,PG,https://imdb.com/title/tt0120913/,Animation,Action,Adventure,Matt Damon,Drew Barrymore,Bill Pullman,0,0,1,6,94,75000000,36754634
64,Vertical Limit,2000,5.9,48        ,57404,PG-13,https://imdb.com/title/tt0190865/,Action,Adventure,Drama,Scott Glenn,Chris O'Donnell,Bill Paxton,0,1,2,3,124,75000000,215663859
65,The Replacements,2000,6.6,30        ,56802,PG-13,https://imdb.com/title/tt0191397/,Comedy,Sport,,Keanu Reeves,Gene Hackman,Brooke Langton,0,0,0,0,118,50000000,50054511
66,The Crimson Rivers,2000,6.9,49        ,56685,R,https://imdb.com/title/tt0228786/,Crime,Horror,Mystery,Jean Reno,Vincent Cassel,Nadia Farès,0,0,1,6,106,14000000,60103680
67,Red Planet,2000,5.7,34        ,54348,PG-13,https://imdb.com/title/tt0199753/,Action,Sci-Fi,Thriller,Val Kilmer,Carrie-Anne Moss,Tom Sizemore,0,0,0,1,106,80000000,33463969
68,Proof of Life,2000,6.2,45        ,54140,R,https://imdb.com/title/tt0228750/,Action,Drama,Thriller,Meg Ryan,Russell Crowe,David Morse,0,0,0,5,135,65000000,62761005
69,Best in Show,2000,7.4,78        ,53562,PG-13,https://imdb.com/title/tt0218839/,Comedy,,,Fred Willard,Eugene Levy,Catherine O'Hara,0,1,11,13,90,10000000,20789556
70,Sexy Beast,2000,7.3,79        ,53357,R,https://imdb.com/title/tt0203119/,Crime,Drama,Thriller,Ray Winstone,Ben Kingsley,Ian McShane,0,1,21,20,89,,10045677
71,Thirteen Days,2000,7.3,67        ,52709,PG-13,https://imdb.com/title/tt0146309/,Drama,History,Thriller,Kevin Costner,Bruce Greenwood,Shawn Driscoll,0,0,3,8,145,80000000,66579890
72,The Legend of Bagger Vance,2000,6.7,47        ,52425,PG-13,https://imdb.com/title/tt0146984/,Drama,Fantasy,Sport,Will Smith,Matt Damon,Charlize Theron,0,0,2,11,126,80000000,39459427
73,Dinosaur,2000,6.5,56        ,51366,PG,https://imdb.com/title/tt0130623/,Animation,Adventure,Family,D.B. Sweeney,Julianna Margulies,Samuel E. Wright,0,0,4,21,82,127500000,349822765
74,Quills,2000,7.3,70        ,50633,R,https://imdb.com/title/tt0180073/,Biography,Drama,,Geoffrey Rush,Kate Winslet,Joaquin Phoenix,0,3,18,41,124,13500000,17989227
75,Keeping the Faith,2000,6.3,60        ,49113,PG-13,https://imdb.com/title/tt0171433/,Comedy,Drama,Romance,Ben Stiller,Edward Norton,Jenna Elfman,0,0,2,6,128,29000000,59945183
76,Nine Queens,2000,7.9,80        ,48333,R,https://imdb.com/title/tt0247586/,Crime,Drama,Thriller,Ricardo Darín,Gastón Pauls,Graciela Tenenbaum,0,0,22,8,114,1500000,12413888
77,Boiler Room,2000,7.0,63        ,48070,R,https://imdb.com/title/tt0181984/,Crime,Drama,Thriller,Giovanni Ribisi,Vin Diesel,Nia Long,0,0,1,9,120,7000000,28780255
78,Nutty Professor II: The Klumps,2000,4.4,38        ,47388,PG-13,https://imdb.com/title/tt0144528/,Comedy,Romance,Sci-Fi,Eddie Murphy,Janet Jackson,Larry Miller,0,0,2,15,106,84000000,166339890
79,Rules of Engagement,2000,6.4,45        ,43487,R,https://imdb.com/title/tt0160797/,Drama,Thriller,War,Tommy Lee Jones,Samuel L. Jackson,Guy Pearce,0,0,1,2,128,60000000,71732303
80,28 Days,2000,6.0,46        ,43199,PG-13,https://imdb.com/title/tt0191754/,Comedy,Drama,,Sandra Bullock,Viggo Mortensen,Dominic West,0,0,0,1,103,43000000,62198945
81,The Kid,2000,6.1,45        ,39464,PG,https://imdb.com/title/tt0219854/,Comedy,Family,Fantasy,Bruce Willis,Spencer Breslin,Emily Mortimer,0,0,1,3,104,65000000,110317580
82,Shadow of the Vampire,2000,6.9,71        ,39331,R,https://imdb.com/title/tt0189998/,Drama,Horror,,John Malkovich,Willem Dafoe,Udo Kier,0,2,16,27,92,8000000,11155214
83,Tigerland,2000,7.0,55        ,37236,R,https://imdb.com/title/tt0170691/,Drama,War,,Colin Farrell,Matthew Davis,Clifton Collins Jr.,0,0,2,5,101,10000000,148701
84,Reindeer Games,2000,5.8,37        ,36787,R,https://imdb.com/title/tt0184858/,Action,Adventure,Crime,Ben Affleck,Gary Sinise,Charlize Theron,0,0,0,3,104,42000000,32168970
85,Small Time Crooks,2000,6.7,69        ,36100,PG,https://imdb.com/title/tt0196216/,Comedy,Crime,,Woody Allen,Tracey Ullman,Hugh Grant,0,1,1,3,94,25000000,29934477
86,Next Friday,2000,6.2,41        ,35735,R,https://imdb.com/title/tt0195945/,Comedy,,,Ice Cube,Mike Epps,Justin Pierce,0,0,0,2,98,11000000,59827328
87,Chopper,2000,7.2,65        ,35571,R,https://imdb.com/title/tt0221073/,Biography,Crime,Drama,Eric Bana,Simon Lyndon,Vince Colosimo,0,0,12,14,94,5000000,236185
88,Book of Shadows: Blair Witch 2,2000,3.9,15        ,35022,R,https://imdb.com/title/tt0229260/,Adventure,Fantasy,Horror,Jeffrey Donovan,Stephen Barker Turner,Erica Leerhsen,0,0,5,10,90,15000000,47737094
89,Nurse Betty,2000,6.1,69        ,32504,R,https://imdb.com/title/tt0171580/,Comedy,Crime,Drama,Renée Zellweger,Morgan Freeman,Chris Rock,0,1,4,14,110,35000000,29364989
90,Get Carter,2000,5.2,24        ,31943,R,https://imdb.com/title/tt0208988/,Action,Crime,Drama,Sylvester Stallone,Rachael Leigh Cook,Miranda Richardson,0,0,0,7,102,63600000,19412993
91,Dungeons & Dragons,2000,3.6,14        ,31485,PG-13,https://imdb.com/title/tt0190374/,Action,Adventure,Fantasy,Justin Whalin,Jeremy Irons,Zoe McLellan,75,0,0,11,107,45000000,33978694
92,Dracula 2000,2000,4.9,26        ,31426,R,https://imdb.com/title/tt0219653/,Action,Fantasy,Horror,Gerard Butler,Justine Waddell,Jonny Lee Miller,0,0,0,2,99,54000000,47053625
93,The Way of the Gun,2000,6.7,49        ,31167,R,https://imdb.com/title/tt0202677/,Action,Crime,Drama,Ryan Phillippe,Benicio Del Toro,Juliette Lewis,0,0,0,0,119,8500000,13200972
94,Where the Heart Is,2000,6.8,30        ,31164,PG-13,https://imdb.com/title/tt0198021/,Comedy,Drama,Romance,Natalie Portman,James Frain,Ashley Judd,0,0,1,2,120,15000000,40863718
95,The Skulls,2000,5.6,24        ,30427,PG-13,https://imdb.com/title/tt0192614/,Action,Crime,Drama,Joshua Jackson,Paul Walker,Hill Harper,0,0,0,1,106,35000000,50802120
96,Vampire Hunter D: Bloodlust,2000,7.7,62        ,28286,R,https://imdb.com/title/tt0216651/,Animation,Action,Fantasy,Andrew Philpot,John Rafter Lee,Pamela Adlon,0,0,0,0,103,,151086
97,The Art of War,2000,5.7,30        ,28084,R,https://imdb.com/title/tt0160009/,Action,Adventure,Crime,Wesley Snipes,Anne Archer,Maury Chaykin,0,0,2,9,117,60000000,40400425
98,You Can Count on Me,2000,7.5,85        ,27337,R,https://imdb.com/title/tt0203230/,Drama,,,Laura Linney,Matthew Broderick,Amy Ryan,0,2,30,41,111,1200000,11242521
99,Pollock,2000,7.0,77        ,26397,R,https://imdb.com/title/tt0183659/,Biography,Drama,,Ed Harris,Marcia Gay Harden,Robert Knott,0,1,2,9,122,6000000,10994533
100,Loser,2000,5.3,35        ,26139,PG-13,https://imdb.com/title/tt0217630/,Comedy,Romance,,Jason Biggs,Mena Suvari,Zak Orth,0,0,0,1,98,20000000,18404706
101,The Watcher,2000,5.3,22        ,25293,R,https://imdb.com/title/tt0204626/,Crime,Drama,Mystery,James Spader,Keanu Reeves,Marisa Tomei,0,0,0,1,97,30000000,47267829
102,Autumn in New York,2000,5.7,24        ,24353,PG-13,https://imdb.com/title/tt0174480/,Drama,Romance,,Richard Gere,Winona Ryder,Anthony LaPaglia,0,0,0,3,103,65000000,90726668
103,Before Night Falls,2000,7.2,85        ,23535,R,https://imdb.com/title/tt0247196/,Biography,Drama,Romance,Javier Bardem,Johnny Depp,Olatz López Garmendia,0,1,15,22,133,,8601053
104,Batman Beyond: Return of the Joker,2000,7.8,,22596,PG-13,https://imdb.com/title/tt0233298/,Animation,Action,Crime,Will Friedle,Mark Hamill,Kevin Conroy,0,0,3,5,73,,
105,The Contender,2000,6.9,59        ,22336,R,https://imdb.com/title/tt0208874/,Drama,Thriller,,Joan Allen,Gary Oldman,Jeff Bridges,0,2,1,20,126,20000000,22428990
106,Under Suspicion,2000,6.5,43        ,21744,R,https://imdb.com/title/tt0164212/,Crime,Drama,Thriller,Morgan Freeman,Gene Hackman,Thomas Jane,0,0,0,2,110,25000000,1308242
107,Brother,2000,7.2,47        ,21315,R,https://imdb.com/title/tt0222851/,Crime,Drama,Thriller,Takeshi Kitano,Claude Maki,Omar Epps,0,0,1,2,114,10000000,15250594
108,The Flintstones in Viva Rock Vegas,2000,3.6,27        ,20962,PG,https://imdb.com/title/tt0158622/,Comedy,Family,Romance,Mark Addy,Stephen Baldwin,Kristen Johnston,79,0,1,11,90,83000000,59468275
109,The Million Dollar Hotel,2000,5.9,25        ,20451,R,https://imdb.com/title/tt0120753/,Drama,Mystery,Thriller,Jeremy Davies,Milla Jovovich,Mel Gibson,0,0,2,4,122,8000000,105983
110,100 Girls,2000,5.8,,20431,R,https://imdb.com/title/tt0214388/,Comedy,Romance,,Jonathan Tucker,Emmanuelle Chriqui,James DeBello,0,0,2,2,94,,132555
111,Together,2000,7.4,84        ,20183,R,https://imdb.com/title/tt0203166/,Comedy,Drama,Romance,Lisa Lindgren,Michael Nyqvist,Emma Samuelsson,0,0,15,15,106,17000000,14596148
112,Séquences et conséquences,2000,6.7,75        ,20112,R,https://imdb.com/title/tt0120202/,Comedy,Drama,,Philip Seymour Hoffman,William H. Macy,Rebecca Pidgeon,0,0,7,8,105,,9206279
113,Bounce,2000,5.7,52        ,19738,PG-13,https://imdb.com/title/tt0186894/,Drama,Romance,,Ben Affleck,Gwyneth Paltrow,Natasha Henstridge,0,0,2,2,106,35000000,53425292
114,The Yards,2000,6.4,58        ,19497,R,https://imdb.com/title/tt0138946/,Crime,Drama,Romance,Mark Wahlberg,Joaquin Phoenix,Charlize Theron,0,0,3,2,115,24000000,924036
115,Return to Me,2000,6.9,54        ,19223,PG,https://imdb.com/title/tt0122459/,Comedy,Drama,Romance,David Duchovny,Minnie Driver,Carroll O'Connor,0,0,2,2,115,24000000,36609995
116,Highlander: Endgame,2000,4.6,21        ,19023,R,https://imdb.com/title/tt0144964/,Action,Adventure,Fantasy,Christopher Lambert,Adrian Paul,Bruce Payne,0,0,0,1,87,25000000,15843608
117,The Adventures of Rocky & Bullwinkle,2000,4.2,36        ,18989,PG,https://imdb.com/title/tt0131704/,Animation,Adventure,Comedy,Robert De Niro,Rene Russo,Piper Perabo,0,0,2,6,92,76000000,35134820
118,My Dog Skip,2000,7.0,61        ,18953,PG,https://imdb.com/title/tt0156812/,Comedy,Drama,Family,Frankie Muniz,Kevin Bacon,Diane Lane,0,0,7,4,95,6000000,35547761
119,Center Stage,2000,6.7,52        ,18516,PG-13,https://imdb.com/title/tt0210616/,Drama,Music,Romance,Amanda Schull,Ethan Stiefel,Sascha Radetsky,0,0,0,1,115,29000000,26385941
120,Love & Basketball,2000,7.2,70        ,17781,PG-13,https://imdb.com/title/tt0199725/,Drama,Romance,Sport,Sanaa Lathan,Omar Epps,Glenndon Chatman,0,0,13,15,124,20000000,27728118
121,Dr. T & the Women,2000,4.6,64        ,17413,R,https://imdb.com/title/tt0205271/,Comedy,Drama,Romance,Richard Gere,Helen Hunt,Farrah Fawcett,0,0,0,4,122,23000000,22844291
122,Saving Grace,2000,6.9,62        ,17259,R,https://imdb.com/title/tt0195234/,Comedy,Crime,,Brenda Blethyn,Craig Ferguson,Martin Clunes,0,1,4,8,93,10000000,28741330
123,Supernova,2000,4.9,19        ,16801,PG-13,https://imdb.com/title/tt0134983/,Horror,Sci-Fi,Thriller,James Spader,Peter Facinelli,Robin Tunney,0,0,0,0,90,90000000,14828081
124,Boys and Girls,2000,5.4,29        ,15712,PG-13,https://imdb.com/title/tt0204175/,Comedy,Drama,Romance,Freddie Prinze Jr.,Claire Forlani,Brendon Ryan Barrett,0,0,0,1,94,35000000,25850615
125,Urban Legends: Final Cut,2000,4.3,16        ,15619,R,https://imdb.com/title/tt0192731/,Horror,Mystery,Thriller,Jennifer Morrison,Matthew Davis,Hart Bochner,0,0,1,2,97,14000000,38574362
126,The Dish,2000,7.1,74        ,15026,PG-13,https://imdb.com/title/tt0205873/,Comedy,Drama,History,Sam Neill,Billy Mitchell,Roz Hammond,0,0,3,10,101,,16575074
127,Cruel Intentions 2,2000,4.4,,14626,R,https://imdb.com/title/tt0196267/,Drama,,,Robin Dunne,Sarah Thompson,Keri Lynn Pratt,0,0,0,0,87,,
128,Hellraiser: Inferno,2000,5.5,,14509,R,https://imdb.com/title/tt0229440/,Crime,Horror,Mystery,Craig Sheffer,Nicholas Turturro,James Remar,0,0,1,3,99,2000000,
129,Gossip,2000,5.9,31        ,14189,R,https://imdb.com/title/tt0176783/,Drama,Mystery,Thriller,James Marsden,Lena Headey,Norman Reedus,0,0,0,3,90,24000000,12591270
130,Down to You,2000,5.0,13        ,14103,PG-13,https://imdb.com/title/tt0186975/,Comedy,Drama,Romance,Freddie Prinze Jr.,Julia Stiles,Selma Blair,0,0,1,4,91,11000000,24419914
131,The Man Who Cried,2000,6.2,40        ,13958,R,https://imdb.com/title/tt0206917/,Drama,Music,Romance,Christina Ricci,Cate Blanchett,Oleg Yankovskiy,0,0,3,3,100,,1322763
132,The Princess and the Warrior,2000,7.5,64        ,13921,R,https://imdb.com/title/tt0203632/,Drama,Mystery,Romance,Franka Potente,Benno Fürmann,Joachim Król,0,0,6,16,135,,1017667
133,Bless the Child,2000,5.1,17        ,13658,R,https://imdb.com/title/tt0163983/,Crime,Drama,Horror,Kim Basinger,Jimmy Smits,Rufus Sewell,0,0,1,6,107,65000000,40443010
134,Ready to Rumble,2000,5.4,23        ,13329,PG-13,https://imdb.com/title/tt0217756/,Comedy,Sport,,David Arquette,Oliver Platt,Scott Caan,0,0,0,1,107,24000000,12452362
135,Cecil B. Demented,2000,6.3,57        ,13294,R,https://imdb.com/title/tt0173716/,Comedy,Crime,Thriller,Melanie Griffith,Stephen Dorff,Alicia Witt,0,0,0,2,87,10000000,1961544
136,Ordinary Decent Criminal,2000,6.4,,13179,R,https://imdb.com/title/tt0160611/,Comedy,Crime,,Kevin Spacey,Linda Fiorentino,Peter Mullan,0,0,0,0,93,,
137,Drowning Mona,2000,5.7,25        ,12953,PG-13,https://imdb.com/title/tt0186045/,Comedy,Crime,Mystery,Danny DeVito,Bette Midler,Neve Campbell,0,0,0,1,96,37000000,15910104
138,Gangster No. 1,2000,6.8,60        ,12908,R,https://imdb.com/title/tt0210065/,Crime,Drama,Thriller,Malcolm McDowell,David Thewlis,Paul Bettany,0,0,1,9,103,,30915
