,movie,year,imdb_ratings,metascore,votes,category,mv_page,genres1,genres2,genres3,stars1,stars2,stars3,rank,nb_oscar,win,nom,runtime,budget,gross
1407,Village of the Damned,1995,5.7,41        ,27919,R,https://imdb.com/title/tt0114852/,Horror,Sci-Fi,Thriller,Christopher Reeve,Kirstie Alley,Linda Kozlowski,0,0,0,2,98,22000000,9418365
1408,To Wong Foo Thanks for Everything Julie Newmar,1995,6.6,60        ,27436,PG-13,https://imdb.com/title/tt0114682/,Comedy,Drama,,Wesley Snipes,Patrick Swayze,John Leguizamo,0,2,,,109,,47774193
1409,Virtuosity,1995,5.6,39        ,27240,R,https://imdb.com/title/tt0114857/,Action,Crime,Sci-Fi,Denzel Washington,Russell Crowe,Kelly Lynch,0,0,0,1,106,30000000,24047675
1410,Now and Then,1995,6.8,,26287,PG-13,https://imdb.com/title/tt0114011/,Comedy,Drama,Romance,Christina Ricci,Demi Moore,Rosie O'Donnell,0,0,0,1,100,,37591674
1411,The Langoliers,1995,6.1,,26055,PG-13,https://imdb.com/title/tt0112040/,Horror,Mystery,Sci-Fi,Patricia Wettig,Dean Stockwell,Tom Holland,0,1,,,180,,
1412,Murder in the First,1995,7.3,,25872,R,https://imdb.com/title/tt0113870/,Drama,Thriller,,Christian Slater,Kevin Bacon,Gary Oldman,0,0,2,2,122,,17381942
1413,Things to Do in Denver When You're Dead,1995,6.8,46        ,25573,R,https://imdb.com/title/tt0114660/,Crime,Drama,Thriller,Andy Garcia,Christopher Walken,Christopher Lloyd,0,0,0,2,115,7000000,529766
1414,Cutthroat Island,1995,5.7,37        ,25336,PG-13,https://imdb.com/title/tt0112760/,Action,Adventure,Comedy,Geena Davis,Matthew Modine,Frank Langella,0,0,0,1,124,98000000,10017322
1415,The Indian in the Cupboard,1995,6.0,58        ,25310,PG,https://imdb.com/title/tt0113419/,Drama,Family,Fantasy,Hal Scardino,Litefoot,Lindsay Crouse,0,0,1,6,96,45000000,35656131
1416,Mighty Morphin Power Rangers: The Movie,1995,5.2,40        ,24648,PG,https://imdb.com/title/tt0113820/,Action,Adventure,Family,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,0,0,0,1,95,15000000,66433194
1417,Heavyweights,1995,6.6,42        ,24432,PG,https://imdb.com/title/tt0110006/,Comedy,Drama,Family,Tom McGowan,Aaron Schwartz,Ben Stiller,0,0,0,0,100,,17689177
1418,Screamers,1995,6.4,,24409,R,https://imdb.com/title/tt0114367/,Horror,Sci-Fi,Thriller,Peter Weller,Roy Dupuis,Jennifer Rubin,0,0,0,3,108,20000000,5711695
1419,Fallen Angels,1995,7.7,71        ,24101,R,https://imdb.com/title/tt0112913/,Comedy,Crime,Drama,Leon Lai,Michelle Reis,Takeshi Kaneshiro,0,0,8,15,99,,164913
1420,Just Cause,1995,6.4,,23714,R,https://imdb.com/title/tt0113501/,Action,Crime,Drama,Sean Connery,Laurence Fishburne,Kate Capshaw,0,0,0,1,102,,36853222
1421,Grumpier Old Men,1995,6.7,46        ,23513,PG-13,https://imdb.com/title/tt0113228/,Comedy,Romance,,Walter Matthau,Jack Lemmon,Ann-Margret,0,0,2,2,101,25000000,71518503
1422,Vampire in Brooklyn,1995,4.6,27        ,20968,R,https://imdb.com/title/tt0114825/,Comedy,Fantasy,Horror,Eddie Murphy,Angela Bassett,Allen Payne,0,0,0,0,100,20000000,19751736
1423,Tales from the Crypt: Demon Knight,1995,6.7,48        ,20567,R,https://imdb.com/title/tt0114608/,Action,Fantasy,Horror,Billy Zane,William Sadler,John Kassir,0,0,2,1,92,13000000,21089146
1424,The Brady Bunch Movie,1995,6.0,54        ,20133,PG-13,https://imdb.com/title/tt0112572/,Comedy,,,Shelley Long,Gary Cole,Christine Taylor,0,0,0,3,90,12000000,46576136
1425,Clockers,1995,6.9,71        ,20066,R,https://imdb.com/title/tt0112688/,Crime,Drama,Mystery,Harvey Keitel,John Turturro,Delroy Lindo,0,0,0,6,128,25000000,13071518
1426,It Takes Two,1995,5.9,45        ,19941,PG,https://imdb.com/title/tt0113442/,Comedy,Family,Romance,Kirstie Alley,Steve Guttenberg,Mary-Kate Olsen,0,0,1,3,101,,19474589
1427,Texas Chainsaw Massacre: The Next Generation,1995,3.3,50        ,19317,R,https://imdb.com/title/tt0110978/,Comedy,Horror,Thriller,Renée Zellweger,Matthew McConaughey,Robert Jacks,53,0,0,1,87,600000,185898
1428,Dead Presidents,1995,6.9,,19101,R,https://imdb.com/title/tt0112819/,Action,Crime,Drama,Larenz Tate,Keith David,Chris Tucker,0,0,0,2,119,10000000,24147179
1429,Higher Learning,1995,6.5,54        ,17600,R,https://imdb.com/title/tt0113305/,Crime,Drama,Thriller,Omar Epps,Kristy Swanson,Michael Rapaport,0,0,1,1,127,,38290723
1430,Citizen X,1995,7.5,,17082,R,https://imdb.com/title/tt0112681/,Biography,Crime,Drama,Stephen Rea,Donald Sutherland,Max von Sydow,0,1,9,11,105,,
1431,Devil in a Blue Dress,1995,6.7,78        ,16904,R,https://imdb.com/title/tt0112857/,Crime,Drama,Mystery,Denzel Washington,Tom Sizemore,Jennifer Beals,0,0,3,13,102,27000000,16140822
1432,The Day of the Beast,1995,7.4,,16741,R,https://imdb.com/title/tt0112922/,Action,Adventure,Comedy,Álex Angulo,Armando De Razza,Santiago Segura,0,0,16,14,103,2100000,
1433,Free Willy 2: The Adventure Home,1995,5.1,,16676,PG,https://imdb.com/title/tt0113114/,Adventure,Drama,Family,Jason James Richter,Michael Madsen,Francis Capra,0,0,2,2,95,,30077111
1434,Kiss of Death,1995,5.9,,16532,R,https://imdb.com/title/tt0113552/,Action,Crime,Thriller,David Caruso,Samuel L. Jackson,Nicolas Cage,0,0,0,1,101,40000000,14942422
1435,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,6.6,,16078,PG,https://imdb.com/title/tt0112966/,Comedy,Drama,,Hugh Grant,Tara Fitzgerald,Colm Meaney,0,0,1,1,99,40997769,10904930
1436,Living in Oblivion,1995,7.5,81        ,15899,R,https://imdb.com/title/tt0113677/,Comedy,Drama,,Steve Buscemi,Catherine Keener,Dermot Mulroney,0,0,7,7,90,500000,1111790
1437,Canadian Bacon,1995,6.0,,15742,PG,https://imdb.com/title/tt0109370/,Comedy,,,John Candy,Alan Alda,Rhea Perlman,0,0,0,0,91,11000000,163971
1438,Memories,1995,7.6,,14835,PG-13,https://imdb.com/title/tt0113799/,Animation,Comedy,Fantasy,Shigeru Chiba,Hisao Egawa,Kayoko Fujii,0,0,0,1,113,,
1439,Lord of Illusions,1995,6.1,,14151,R,https://imdb.com/title/tt0113690/,Horror,Mystery,Thriller,Scott Bakula,Kevin J. O'Connor,J. Trevor Edmond,0,0,2,1,109,12000000,13294422
1440,The Scarlet Letter,1995,5.3,,14111,R,https://imdb.com/title/tt0114345/,Drama,Romance,,Demi Moore,Gary Oldman,Robert Duvall,0,0,1,10,135,46000000,10382407
1441,The Last Supper,1995,6.7,,13881,R,https://imdb.com/title/tt0113613/,Comedy,Crime,Drama,Cameron Diaz,Ron Eldard,Annabeth Gish,0,0,1,1,92,,459749
1442,The Doom Generation,1995,6.2,48        ,13514,R,https://imdb.com/title/tt0112887/,Comedy,Crime,Drama,James Duval,Rose McGowan,Johnathon Schaech,0,0,0,1,83,,284785
1443,Richard III,1995,7.4,,13478,R,https://imdb.com/title/tt0114279/,Drama,Sci-Fi,War,Ian McKellen,Annette Bening,Christopher Bowen,0,2,7,10,110,6000000,2748518
1444,Total Eclipse,1995,6.6,42        ,12937,R,https://imdb.com/title/tt0114702/,Biography,Drama,Romance,Leonardo DiCaprio,David Thewlis,Romane Bohringer,0,0,0,1,111,8000000,340139
1445,Safe,1995,7.2,76        ,12774,R,https://imdb.com/title/tt0114323/,Drama,,,Julianne Moore,Xander Berkeley,Dean Norris,0,0,4,12,119,1000000,512245
1446,The Crossing Guard,1995,6.3,46        ,12478,R,https://imdb.com/title/tt0112744/,Drama,Thriller,,Jack Nicholson,David Morse,Anjelica Huston,0,1,,,111,9000000,868979
1447,Something to Talk About,1995,5.7,,12355,R,https://imdb.com/title/tt0114496/,Comedy,Drama,Romance,Julia Roberts,Dennis Quaid,Robert Duvall,0,1,1,2,106,,50865589
1448,Fair Game,1995,4.3,13        ,11866,R,https://imdb.com/title/tt0113010/,Action,Romance,Thriller,William Baldwin,Cindy Crawford,Steven Berkoff,0,0,0,4,91,50000000,11534477
1449,Boys on the Side,1995,6.5,61        ,11536,R,https://imdb.com/title/tt0112571/,Comedy,Drama,,Whoopi Goldberg,Mary-Louise Parker,Drew Barrymore,0,0,1,2,115,21000000,23440188
1450,Home for the Holidays,1995,6.6,56        ,11502,PG-13,https://imdb.com/title/tt0113321/,Comedy,Drama,Romance,Holly Hunter,Anne Bancroft,Robert Downey Jr.,0,0,0,2,103,20000000,17519169
1451,Forget Paris,1995,6.5,,11130,PG-13,https://imdb.com/title/tt0113097/,Comedy,Romance,,Billy Crystal,Debra Winger,Joe Mantegna,0,0,0,1,101,,33177694
1452,Jade,1995,5.3,,11097,R,https://imdb.com/title/tt0113451/,Crime,Drama,Thriller,David Caruso,Linda Fiorentino,Chazz Palminteri,0,0,0,2,95,50000000,9851610
1453,Kicking and Screaming,1995,6.8,75        ,10805,R,https://imdb.com/title/tt0113537/,Comedy,Drama,Romance,Josh Hamilton,Eric Stoltz,Samuel Gould,0,0,0,2,96,,718490
1454,How to Make an American Quilt,1995,6.3,,10445,PG-13,https://imdb.com/title/tt0113347/,Comedy,Drama,Romance,Winona Ryder,Ellen Burstyn,Anne Bancroft,0,0,0,4,117,10000000,41200020
1455,Candyman: Farewell to the Flesh,1995,5.3,,10074,R,https://imdb.com/title/tt0112625/,Horror,Thriller,,Tony Todd,Kelly Rowan,William O'Leary,0,0,0,0,95,,13940383
1456,The Flower of My Secret,1995,7.0,75        ,10026,R,https://imdb.com/title/tt0113083/,Drama,,,Marisa Paredes,Juan Echanove,Carme Elias,0,0,5,13,103,,1104622
1457,Tom and Huck,1995,5.5,,9621,PG,https://imdb.com/title/tt0112302/,Adventure,Comedy,Drama,Jonathan Taylor Thomas,Brad Renfro,Charles Rocket,0,0,1,5,97,,23920048
1458, Screen Two,1985–2002,7.6,,9603,PG,https://imdb.com/title/tt0297626/,Drama,,,Geoffrey Chater,Roger Brierley,Bernard Hill,0,1,38,45,,,
1459,Waiting to Exhale,1995,5.9,,9242,R,https://imdb.com/title/tt0114885/,Comedy,Drama,Romance,Whitney Houston,Angela Bassett,Loretta Devine,0,0,9,10,124,16000000,81452156
1460,Dragon Ball Z: Fusion Reborn,1995,7.7,,9113,PG,https://imdb.com/title/tt0142236/,Animation,Action,Sci-Fi,Masako Nozawa,Ryô Horikawa,Takeshi Kusao,0,0,0,0,51,,270354
1461,The Cure,1995,7.7,,9005,PG-13,https://imdb.com/title/tt0112757/,Drama,,,Joseph Mazzello,Brad Renfro,Aeryk Egan,0,0,2,3,97,,2568425
1462,The Big Green,1995,5.6,,8945,PG,https://imdb.com/title/tt0112499/,Comedy,Family,Sport,Steve Guttenberg,Olivia d'Abo,Jay O. Sanders,0,0,0,0,100,12000000,17736619
1463,Blue in the Face,1995,6.7,54        ,8863,R,https://imdb.com/title/tt0112541/,Comedy,,,Harvey Keitel,Lou Reed,Michael J. Fox,0,0,0,2,83,2000000,1268636
1464,Othello,1995,6.9,,8861,R,https://imdb.com/title/tt0114057/,Drama,Romance,,Laurence Fishburne,Kenneth Branagh,Irène Jacob,0,0,0,3,123,11000000,2844379
1465,Restoration,1995,6.6,66        ,8716,R,https://imdb.com/title/tt0114272/,Biography,Drama,History,Robert Downey Jr.,Sam Neill,David Thewlis,0,2,,,117,19000000,4005941
1466,Man of the House,1995,5.2,,8458,PG,https://imdb.com/title/tt0113755/,Comedy,Family,,Chevy Chase,Farrah Fawcett,Jonathan Taylor Thomas,0,0,0,2,96,,40070995
1467,Operation Dumbo Drop,1995,5.1,48        ,8302,PG,https://imdb.com/title/tt0114048/,Action,Adventure,Comedy,Danny Glover,Ray Liotta,Denis Leary,0,0,0,0,107,,24670346
1468,The Mangler,1995,4.3,8        ,8172,R,https://imdb.com/title/tt0113762/,Horror,Mystery,,Robert Englund,Ted Levine,Daniel Matmor,0,0,0,1,106,,1781383
1469,Thunderbolt,1995,6.4,,8059,R,https://imdb.com/title/tt0114126/,Action,Crime,Thriller,Jackie Chan,Anita Yuen,Michael Wong,0,0,1,1,110,2000000000,
1470,Antonia's Line,1995,7.4,,7992,R,https://imdb.com/title/tt0112379/,Comedy,Drama,,Willeke van Ammelrooy,Jan Decleir,Veerle van Overloop,0,1,7,9,102,1500000,4249321
1471,Circle of Friends,1995,6.6,70        ,7875,PG-13,https://imdb.com/title/tt0112679/,Drama,Romance,,Chris O'Donnell,Minnie Driver,Geraldine O'Rawe,0,0,0,1,103,,23389975
1472,Jury Duty,1995,4.3,,7362,PG-13,https://imdb.com/title/tt0113500/,Comedy,,,Pauly Shore,Tia Carrere,Stanley Tucci,0,0,1,1,88,,17014653
1473,The Brothers McMullen,1995,6.6,73        ,7211,R,https://imdb.com/title/tt0112585/,Comedy,Drama,Romance,Jack Mulcahy,Michael McGlone,Edward Burns,0,0,4,1,98,238000,10426506
1474,Love Letter,1995,8.0,,6800,PG,https://imdb.com/title/tt0113703/,Drama,Romance,,Miho Nakayama,Etsushi Toyokawa,Bunjaku Han,0,0,14,3,117,,454754
1475,Castle Freak,1995,5.9,,6606,R,https://imdb.com/title/tt0112643/,Drama,Horror,Mystery,Jeffrey Combs,Barbara Crampton,Jonathan Fuller,0,0,0,1,90,,
1476,Leprechaun 3,1995,5.0,,6548,R,https://imdb.com/title/tt0113636/,Comedy,Fantasy,Horror,Warwick Davis,John Gatins,Lee Armstrong,0,0,0,0,90,1200000,
1477,Tales from the Hood,1995,6.3,,6541,R,https://imdb.com/title/tt0114609/,Crime,Horror,Thriller,Clarence Williams III,Corbin Bernsen,Joe Torry,0,0,0,0,98,6000000,11837928
1478,Children of the Corn III: Urban Harvest,1995,4.2,,6518,R,https://imdb.com/title/tt0109415/,Horror,Thriller,,Dano Cerny,Ron Melendez,Jim Metzler,0,0,0,0,92,,
1479,When Night Is Falling,1995,6.5,,6455,R,https://imdb.com/title/tt0114916/,Drama,Romance,,Pascale Bussières,Rachael Crawford,Henry Czerny,0,0,0,5,94,,919671
1480,Cold Comfort Farm,1995,7.2,82        ,6453,PG,https://imdb.com/title/tt0112701/,Comedy,Romance,,Eileen Atkins,Kate Beckinsale,Sheila Burrell,0,0,2,4,105,,5682429
1481,Houseguest,1995,6.0,,6370,PG,https://imdb.com/title/tt0110066/,Comedy,,,Sinbad,Phil Hartman,Kim Greist,0,0,0,0,113,10500000,26325256
1482,Fluke,1995,6.7,,6341,PG,https://imdb.com/title/tt0113089/,Drama,Family,Fantasy,Matthew Modine,Nancy Travis,Samuel L. Jackson,0,0,0,2,96,15000000,3987768
1483,Wild Bill,1995,5.9,,6308,R,https://imdb.com/title/tt0114938/,Action,Biography,Western,Jeff Bridges,Ellen Barkin,John Hurt,0,0,0,3,98,30000000,2193982
1484,Angus,1995,6.7,,6205,PG-13,https://imdb.com/title/tt0112368/,Comedy,Drama,,Charlie Talbert,George C. Scott,Kathy Bates,0,0,0,1,90,,4821759
1485,Hideaway,1995,5.3,,6197,R,https://imdb.com/title/tt0113303/,Fantasy,Horror,Thriller,Jeff Goldblum,Christine Lahti,Alicia Silverstone,0,0,0,1,106,15000000,12201255
1486,Never Talk to Strangers,1995,5.2,,6184,R,https://imdb.com/title/tt0113965/,Crime,Drama,Romance,Rebecca De Mornay,Antonio Banderas,Dennis Miller,0,0,0,0,86,6400000,6858261
1487,Haunted,1995,6.2,,6034,R,https://imdb.com/title/tt0113269/,Drama,Horror,,Aidan Quinn,Kate Beckinsale,Anthony Andrews,0,0,1,2,108,,
1488,Mad Love,1995,5.4,,6017,PG-13,https://imdb.com/title/tt0113729/,Comedy,Drama,Romance,Chris O'Donnell,Drew Barrymore,Matthew Lillard,0,0,0,0,93,,15453274
1489,The Celluloid Closet,1995,7.8,,6006,R,https://imdb.com/title/tt0112651/,Documentary,History,,Lily Tomlin,Tony Curtis,Susie Bright,0,4,7,5,102,,1400591
1490,Embrace of the Vampire,1995,4.4,,5750,R,https://imdb.com/title/tt0109723/,Horror,Thriller,,Martin Kemp,Rebecca Ferratti,Alyssa Milano,0,0,0,0,92,500000,
1491,Jeffrey,1995,6.8,,5591,R,https://imdb.com/title/tt0113464/,Comedy,Drama,,Steven Weber,Michael T. Weiss,Peter Jacobson,0,0,1,4,92,,3487767
1492,A Kid in King Arthur's Court,1995,4.7,34        ,5587,PG,https://imdb.com/title/tt0113538/,Adventure,Comedy,Family,Thomas Ian Nicholas,Joss Ackland,Art Malik,0,0,0,1,89,15000000,13406717
1493,The Horseman on the Roof,1995,7.1,,5550,R,https://imdb.com/title/tt0113362/,Adventure,Drama,Romance,Olivier Martinez,Juliette Binoche,Pierre Arditi,0,0,4,8,135,,1320043
1494,Bushwhacked,1995,5.6,,5494,PG-13,https://imdb.com/title/tt0112602/,Adventure,Comedy,Crime,Daniel Stern,Jon Polito,Brad Sullivan,0,0,0,0,90,,7919823
1495,The Tuskegee Airmen,1995,7.1,,5476,PG-13,https://imdb.com/title/tt0114745/,Drama,History,War,Laurence Fishburne,Allen Payne,Malcolm-Jamal Warner,0,1,6,15,106,8500000,
1496,Losing Isaiah,1995,6.5,,5370,R,https://imdb.com/title/tt0113691/,Drama,,,Jessica Lange,Halle Berry,David Strathairn,0,0,0,1,111,17000000,7603766
1497,Senior Trip,1995,5.8,,5349,R,https://imdb.com/title/tt0113936/,Adventure,Comedy,,Matt Frewer,Valerie Mahaffey,Lawrence Dane,0,0,0,0,91,,4686937
1498,Two Much,1995,5.4,,5230,PG-13,https://imdb.com/title/tt0118001/,Comedy,Romance,,Antonio Banderas,Melanie Griffith,Daryl Hannah,0,0,0,5,118,24000000,1141556
1499,The Baby-Sitters Club,1995,5.8,,5206,PG,https://imdb.com/title/tt0112435/,Comedy,Drama,Family,Schuyler Fisk,Bre Blair,Rachael Leigh Cook,0,0,2,1,94,6500000,9685976
1500,Mute Witness,1995,6.7,,5169,R,https://imdb.com/title/tt0110604/,Crime,Thriller,,Marina Zudina,Fay Ripley,Evan Richards,0,0,3,3,95,2000000,1125910
1501,Shanghai Triad,1995,7.1,,5014,R,https://imdb.com/title/tt0115012/,Crime,Drama,History,Li Gong,Baotian Li,Xiaoxiao Wang,0,1,5,3,,,2086101
1502,Carrington,1995,6.8,,4961,R,https://imdb.com/title/tt0112637/,Biography,Drama,Romance,Emma Thompson,Jonathan Pryce,Steven Waddington,0,1,7,7,121,,3242342
1503,Jack & Sarah,1995,6.7,,4918,PG,https://imdb.com/title/tt0113448/,Comedy,Drama,Romance,Richard E. Grant,Samantha Mathis,Judi Dench,0,0,0,0,110,,218626
1504,Last of the Dogmen,1995,7.0,,4793,PG,https://imdb.com/title/tt0113617/,Adventure,Western,,Tom Berenger,Barbara Hershey,Kurtwood Smith,0,0,0,0,118,,7024389
1505,My Father is a Hero,1995,6.6,,4730,R,https://imdb.com/title/tt0113153/,Action,Crime,Drama,Jet Li,Anita Mui,Miu Tse,0,0,0,2,104,,
1506,The Star Maker,1995,7.4,,4702,R,https://imdb.com/title/tt0114808/,Drama,Romance,,Sergio Castellitto,Tiziana Lodato,Franco Scaldati,0,1,13,15,113,,371674
1507,Darkman II: The Return of Durant,1995,5.1,,4690,R,https://imdb.com/title/tt0109552/,Action,Crime,Horror,Larry Drake,Arnold Vosloo,Kim Delaney,0,0,0,0,93,8500000,
1508,Beyond Rangoon,1995,6.6,,4676,R,https://imdb.com/title/tt0112495/,Action,Adventure,Drama,Patricia Arquette,U Aung Ko,Frances McDormand,0,0,2,3,100,23000000,5750110
1509,The Hunted,1995,6.0,,4635,R,https://imdb.com/title/tt0113360/,Action,Drama,Thriller,Christopher Lambert,John Lone,Joan Chen,0,0,0,0,,25000000,6609661
1510,Bye Bye Love,1995,6.2,,4600,PG-13,https://imdb.com/title/tt0112606/,Comedy,,,Matthew Modine,Randy Quaid,Paul Reiser,0,0,0,1,106,,12096673
1511,White Man's Burden,1995,5.3,,4542,R,https://imdb.com/title/tt0114928/,Drama,Thriller,,John Travolta,Harry Belafonte,Kelly Lynch,0,0,0,0,89,7000000,3734870
1512,The Babysitter,1995,4.3,,4531,R,https://imdb.com/title/tt0112438/,Drama,Thriller,,Alicia Silverstone,Jeremy London,J.T. Walsh,0,0,0,0,90,2000000,
1513,French Twist,1995,6.4,,4511,R,https://imdb.com/title/tt0113149/,Comedy,,,Victoria Abril,Josiane Balasko,Alain Chabat,0,1,3,5,104,,1026646
1514,Party Girl,1995,6.6,55        ,4382,R,https://imdb.com/title/tt0114095/,Comedy,,,Parker Posey,Omar Townsend,Anthony DeSando,0,0,0,1,94,150000,472370
1515,Angels and Insects,1995,6.8,,4352,R,https://imdb.com/title/tt0112365/,Drama,Romance,,Mark Rylance,Kristin Scott Thomas,Patsy Kensit,0,1,2,2,116,4997987,3414301
1516,Heavy,1995,6.8,75        ,4300,R,https://imdb.com/title/tt0113280/,Drama,Romance,,Pruitt Taylor Vince,Liv Tyler,Shelley Winters,0,0,3,2,105,,941414
1517,The Incredibly True Adventure of Two Girls in Love,1995,6.5,,4214,R,https://imdb.com/title/tt0113416/,Comedy,Drama,Romance,Laurel Holloman,Nicole Ari Parker,Maggie Moore,0,0,0,1,94,250000,2210408
1518, Seinfeld,1989–1998,9.6,,4093,PG,https://imdb.com/title/tt0098904/,Comedy,,,Jerry Seinfeld,Julia Louis-Dreyfus,Michael Richards,47,3,71,185,22,,
1519,Gold Diggers: The Secret of Bear Mountain,1995,6.0,,3991,PG,https://imdb.com/title/tt0113188/,Adventure,Drama,Family,Christina Ricci,Anna Chlumsky,Polly Draper,0,0,1,1,94,,6029091
1520,Theodore Rex,1995,2.4,,3980,PG,https://imdb.com/title/tt0114658/,Action,Comedy,Family,Whoopi Goldberg,Armin Mueller-Stahl,Juliet Landau,0,0,2,1,92,33500000,
1521,High Risk,1995,6.1,,3873,R,https://imdb.com/title/tt0114437/,Action,Comedy,Crime,Jet Li,Chingmy Yau,Jacky Cheung,0,0,0,2,97,,
1522,The Amazing Panda Adventure,1995,5.8,,3773,PG,https://imdb.com/title/tt0112342/,Adventure,Drama,Family,Stephen Lang,Ryan Slater,Yi Ding,0,0,0,3,,,7506759
1523,My Family,1995,7.3,,3606,R,https://imdb.com/title/tt0113896/,Drama,,,Jimmy Smits,Esai Morales,Edward James Olmos,0,1,3,4,128,5500000,11079373
1524,Les misérables,1995,7.4,,3527,R,https://imdb.com/title/tt0113828/,Drama,History,,Jean-Paul Belmondo,Michel Boujenah,Alessandra Martines,0,1,5,3,175,,740048
1525,Funny Bones,1995,6.8,,3450,R,https://imdb.com/title/tt0113133/,Comedy,Drama,,Jerry Lewis,Oliver Platt,Lee Evans,0,0,0,8,128,,532268
1526,Moonlight and Valentino,1995,5.7,,3417,R,https://imdb.com/title/tt0113851/,Comedy,Drama,Romance,Elizabeth Perkins,Whoopi Goldberg,Kathleen Turner,0,0,0,0,105,,2484226
1527,The Young Poisoner's Handbook,1995,7.1,,3399,R,https://imdb.com/title/tt0115033/,Crime,Drama,,Hugh O'Conor,Antony Sher,Tobias Arnold,0,0,1,2,99,,536825
1528,Werewolf,1995,1.7,,3390,R,https://imdb.com/title/tt0118137/,Horror,,,Jorge Rivero,Richard Lynch,Federico Cavalli,0,0,0,0,99,350000,
1529,Coldblooded,1995,6.7,,3348,R,https://imdb.com/title/tt0112702/,Action,Comedy,Thriller,Jason Priestley,Kimberly Williams-Paisley,Peter Riegert,0,0,1,1,92,,16198
1530,Tall Tale,1995,5.9,,3317,PG,https://imdb.com/title/tt0111359/,Adventure,Family,Fantasy,Patrick Swayze,Oliver Platt,Roger Aaron Brown,0,0,0,0,96,32000000,11047627
1531,Glory Daze,1995,5.5,,3291,R,https://imdb.com/title/tt0116422/,Comedy,,,Ben Affleck,Sam Rockwell,Megan Ward,0,0,0,0,100,,15134
1532,Hearts & Minds,1995,4.7,,3274,R,https://imdb.com/title/tt0116506/,Drama,History,Thriller,Danny Keogh,Patrick Shai,Seputla Sebogodi,0,0,0,3,100,,
1533,Two Bits,1995,6.2,,3190,PG-13,https://imdb.com/title/tt0114753/,Drama,,,Al Pacino,Mary Elizabeth Mastrantonio,Jerry Barone,0,0,0,2,85,,26282
1534,Evil Ed,1995,5.6,,3132,R,https://imdb.com/title/tt0116247/,Comedy,Horror,,Michael Kallaanvaara,Olof Rhodin,Hans Wilhelmsson,0,0,0,0,93,250000,
1535,The Underneath,1995,6.1,69        ,3083,R,https://imdb.com/title/tt0114788/,Crime,Thriller,,Peter Gallagher,Elisabeth Shue,Alison Elliott,0,0,0,1,99,6500000,536023
1536,Top Dog,1995,4.2,,3060,PG-13,https://imdb.com/title/tt0114697/,Action,Comedy,Crime,Chuck Norris,Michele Lamar Richards,Erik von Detten,0,0,0,0,86,6000000,5093707
1537,Miami Rhapsody,1995,5.4,,3039,PG-13,https://imdb.com/title/tt0113808/,Comedy,,,Sarah Jessica Parker,Mia Farrow,Antonio Banderas,0,0,0,1,95,,5221281
1538,Fist of the North Star,1995,3.9,,3001,R,https://imdb.com/title/tt0113074/,Action,Fantasy,Sci-Fi,Gary Daniels,Malcolm McDowell,Costas Mandylor,0,0,0,0,103,7000000,
1539,The Grass Harp,1995,7.0,,2937,PG,https://imdb.com/title/tt0113211/,Comedy,Drama,,Piper Laurie,Sissy Spacek,Walter Matthau,0,0,0,3,107,8000000,559771
1540,Unstrung Heroes,1995,6.7,70        ,2936,PG,https://imdb.com/title/tt0114798/,Comedy,Drama,,Andie MacDowell,John Turturro,Michael Richards,0,1,,,93,,7929434
1541,Indictment: The McMartin Trial,1995,7.6,,2853,R,https://imdb.com/title/tt0113421/,Drama,Thriller,,James Woods,Mercedes Ruehl,Lolita Davidovich,0,2,6,15,131,,
1542,New Jersey Drive,1995,6.7,,2782,R,https://imdb.com/title/tt0113967/,Crime,Drama,,Shar-Ron Corley,Gabriel Casseus,Saul Stein,0,0,0,3,98,5000000,3565508
1543,Ice Cream Man,1995,4.9,,2774,R,https://imdb.com/title/tt0113376/,Comedy,Horror,Thriller,Clint Howard,Justin Isfeld,Anndi McAfee,0,0,0,0,84,2000000,
1544,Georgia,1995,6.6,81        ,2760,R,https://imdb.com/title/tt0113158/,Drama,Music,,Jennifer Jason Leigh,Mare Winningham,Ted Levine,0,1,4,6,115,,1110104
1545,Jefferson in Paris,1995,5.7,45        ,2757,PG-13,https://imdb.com/title/tt0113463/,Biography,Drama,History,Nick Nolte,Greta Scacchi,Gwyneth Paltrow,0,0,0,2,139,14000000,2473668
1546,Three Wishes,1995,6.1,,2706,PG,https://imdb.com/title/tt0114663/,Drama,Fantasy,,Patrick Swayze,Mary Elizabeth Mastrantonio,Joseph Mazzello,0,0,0,1,115,10000000,7027517
1547,Sahara,1995,6.8,,2680,PG-13,https://imdb.com/title/tt0114324/,Action,War,,Jim Belushi,Alan David Lee,Simon Westaway,0,0,0,0,106,,
1548,Bad Company,1995,5.4,,2641,R,https://imdb.com/title/tt0112443/,Crime,Drama,Thriller,Ellen Barkin,Laurence Fishburne,Frank Langella,0,0,0,0,108,15000000,3674841
1549,Dr. Jekyll and Ms. Hyde,1995,4.5,,2607,PG-13,https://imdb.com/title/tt0112895/,Comedy,Romance,Sci-Fi,Sean Young,Tim Daly,Lysette Anthony,0,0,0,4,,8000000,2763020
1550,Stuart sauve sa famille,1995,5.2,54        ,2598,PG-13,https://imdb.com/title/tt0114571/,Comedy,Drama,,Al Franken,Laura San Giacomo,Vincent D'Onofrio,0,0,0,2,,,912082
